#Coverage	Number of genomic locations
0.0	385068.0
1.0	4697.0
2.0	5425.0
3.0	4891.0
4.0	5222.0
5.0	5358.0
6.0	5431.0
7.0	5454.0
8.0	5738.0
9.0	5408.0
10.0	5958.0
11.0	6067.0
12.0	6623.0
13.0	6763.0
14.0	6465.0
15.0	7876.0
16.0	8189.0
17.0	9716.0
18.0	17048.0
19.0	22182.0
20.0	4292611.0
21.0	935.0
22.0	445.0
23.0	355.0
24.0	340.0
25.0	578.0
26.0	359.0
27.0	245.0
28.0	300.0
29.0	329.0
30.0	266.0
31.0	366.0
32.0	237.0
33.0	217.0
34.0	186.0
35.0	100.0
36.0	146.0
37.0	324.0
38.0	149.0
39.0	118.0
40.0	1162.0
41.0	15.0
42.0	59.0
43.0	4.0
44.0	21.0
45.0	11.0
46.0	5.0
47.0	15.0
48.0	11.0
49.0	7.0
50.0	4.0
51.0	12.0
52.0	4.0
53.0	13.0
54.0	11.0
55.0	26.0
56.0	23.0
57.0	6.0
58.0	7.0
59.0	5.0
60.0	6.0
61.0	4.0
62.0	6.0
63.0	8.0
64.0	6.0
65.0	13.0
66.0	2.0
67.0	15.0
68.0	2.0
69.0	18.0
70.0	7.0
71.0	3.0
72.0	9.0
73.0	14.0
74.0	7.0
75.0	10.0
76.0	22.0
77.0	23.0
78.0	17.0
79.0	9.0
80.0	20.0
81.0	6.0
82.0	18.0
83.0	4.0
