#Coverage	Number of genomic locations
0.0	206930.0
1.0	3182.0
2.0	6960.0
3.0	3727.0
4.0	6878.0
5.0	4096.0
6.0	7272.0
7.0	4284.0
8.0	7657.0
9.0	4413.0
10.0	7939.0
11.0	4693.0
12.0	8418.0
13.0	5200.0
14.0	9297.0
15.0	5939.0
16.0	11659.0
17.0	7715.0
18.0	18975.0
19.0	14063.0
20.0	4473964.0
21.0	1040.0
22.0	436.0
23.0	448.0
24.0	595.0
25.0	215.0
26.0	439.0
27.0	267.0
28.0	335.0
29.0	155.0
30.0	393.0
31.0	151.0
32.0	310.0
33.0	145.0
34.0	170.0
35.0	59.0
36.0	140.0
37.0	58.0
38.0	94.0
39.0	39.0
40.0	541.0
41.0	4.0
42.0	15.0
43.0	12.0
44.0	15.0
45.0	17.0
46.0	16.0
47.0	8.0
48.0	15.0
49.0	40.0
50.0	37.0
51.0	49.0
52.0	17.0
53.0	19.0
54.0	21.0
55.0	12.0
56.0	15.0
57.0	4.0
58.0	5.0
59.0	42.0
60.0	32.0
61.0	56.0
62.0	41.0
63.0	1.0
64.0	4.0
65.0	7.0
66.0	10.0
67.0	19.0
68.0	10.0
69.0	4.0
70.0	11.0
71.0	6.0
