#Coverage	Number of genomic locations
0.0	308976.0
1.0	4879.0
2.0	5236.0
3.0	5022.0
4.0	5391.0
5.0	5182.0
6.0	5414.0
7.0	6001.0
8.0	5929.0
9.0	5853.0
10.0	6216.0
11.0	6344.0
12.0	6425.0
13.0	6259.0
14.0	7192.0
15.0	7341.0
16.0	9141.0
17.0	8769.0
18.0	15603.0
19.0	20239.0
20.0	4372061.0
21.0	1117.0
22.0	393.0
23.0	570.0
24.0	526.0
25.0	367.0
26.0	365.0
27.0	241.0
28.0	266.0
29.0	270.0
30.0	204.0
31.0	270.0
32.0	197.0
33.0	174.0
34.0	173.0
35.0	107.0
36.0	70.0
37.0	70.0
38.0	62.0
39.0	55.0
40.0	375.0
41.0	14.0
42.0	16.0
43.0	58.0
44.0	3.0
45.0	14.0
46.0	14.0
47.0	6.0
48.0	13.0
49.0	13.0
50.0	8.0
51.0	4.0
52.0	16.0
53.0	9.0
54.0	24.0
55.0	25.0
56.0	10.0
57.0	2.0
58.0	5.0
59.0	9.0
60.0	4.0
61.0	4.0
62.0	2.0
63.0	17.0
64.0	3.0
65.0	12.0
66.0	4.0
67.0	13.0
68.0	7.0
69.0	14.0
70.0	2.0
71.0	9.0
72.0	14.0
73.0	7.0
74.0	15.0
75.0	4.0
76.0	20.0
77.0	30.0
78.0	12.0
79.0	19.0
80.0	10.0
81.0	7.0
82.0	14.0
83.0	4.0
