#Coverage	Number of genomic locations
0.0	428034.0
1.0	50643.0
2.0	68747.0
3.0	112557.0
4.0	164536.0
5.0	219982.0
6.0	267389.0
7.0	303979.0
8.0	318557.0
9.0	321948.0
10.0	306637.0
11.0	283181.0
12.0	254028.0
13.0	225422.0
14.0	193864.0
15.0	164436.0
16.0	138044.0
17.0	116559.0
18.0	97482.0
19.0	82159.0
20.0	70075.0
21.0	60054.0
22.0	51337.0
23.0	45367.0
24.0	39861.0
25.0	35465.0
26.0	32215.0
27.0	29204.0
28.0	27237.0
29.0	24022.0
30.0	22620.0
31.0	20976.0
32.0	19826.0
33.0	18127.0
34.0	16842.0
35.0	15652.0
36.0	14721.0
37.0	13965.0
38.0	13125.0
39.0	12007.0
40.0	10750.0
41.0	9877.0
42.0	9421.0
43.0	8804.0
44.0	8112.0
45.0	7661.0
46.0	7132.0
47.0	6362.0
48.0	5969.0
49.0	5470.0
50.0	5018.0
51.0	4551.0
52.0	4035.0
53.0	3522.0
54.0	3258.0
55.0	2980.0
56.0	2777.0
57.0	2486.0
58.0	2302.0
59.0	2070.0
60.0	1917.0
61.0	1699.0
62.0	1544.0
63.0	1385.0
64.0	1190.0
65.0	1111.0
66.0	1000.0
67.0	794.0
68.0	743.0
69.0	676.0
70.0	604.0
71.0	529.0
72.0	474.0
73.0	380.0
74.0	319.0
75.0	270.0
76.0	265.0
77.0	194.0
78.0	200.0
79.0	129.0
80.0	137.0
81.0	120.0
82.0	107.0
83.0	96.0
84.0	60.0
85.0	64.0
86.0	61.0
87.0	55.0
88.0	42.0
89.0	23.0
90.0	19.0
91.0	20.0
92.0	13.0
93.0	20.0
94.0	22.0
95.0	11.0
96.0	10.0
97.0	10.0
98.0	12.0
99.0	13.0
100.0	2.0
101.0	1.0
102.0	8.0
103.0	4.0
104.0	3.0
106.0	1.0
108.0	2.0
109.0	2.0
110.0	1.0
112.0	2.0
113.0	2.0
114.0	1.0
115.0	1.0
116.0	1.0
117.0	2.0
118.0	1.0
119.0	1.0
120.0	1.0
121.0	2.0
122.0	1.0
123.0	5.0
124.0	34.0
