#Coverage	Number of genomic locations
0.0	205112.0
1.0	2487.0
2.0	7093.0
3.0	3248.0
4.0	7488.0
5.0	3524.0
6.0	7752.0
7.0	3855.0
8.0	7973.0
9.0	3705.0
10.0	8450.0
11.0	4197.0
12.0	8895.0
13.0	4316.0
14.0	10069.0
15.0	5881.0
16.0	13207.0
17.0	6467.0
18.0	21245.0
19.0	11777.0
20.0	4462677.0
21.0	1305.0
22.0	1042.0
23.0	848.0
24.0	1567.0
25.0	623.0
26.0	1094.0
27.0	865.0
28.0	780.0
29.0	602.0
30.0	901.0
31.0	855.0
32.0	708.0
33.0	419.0
34.0	499.0
35.0	433.0
36.0	645.0
37.0	383.0
38.0	509.0
39.0	402.0
40.0	3362.0
41.0	215.0
42.0	98.0
43.0	76.0
44.0	89.0
45.0	90.0
46.0	85.0
47.0	64.0
48.0	66.0
49.0	148.0
50.0	57.0
51.0	164.0
52.0	72.0
53.0	86.0
54.0	72.0
55.0	76.0
56.0	43.0
57.0	67.0
58.0	64.0
59.0	71.0
60.0	305.0
61.0	41.0
62.0	28.0
63.0	7.0
64.0	6.0
65.0	31.0
66.0	26.0
67.0	8.0
68.0	9.0
69.0	6.0
70.0	19.0
71.0	9.0
72.0	8.0
73.0	6.0
74.0	11.0
75.0	15.0
76.0	3.0
77.0	5.0
78.0	2.0
79.0	8.0
80.0	6.0
81.0	12.0
82.0	15.0
83.0	22.0
84.0	16.0
85.0	5.0
86.0	11.0
87.0	2.0
88.0	2.0
89.0	6.0
90.0	5.0
91.0	1.0
92.0	6.0
93.0	4.0
94.0	14.0
95.0	4.0
96.0	10.0
97.0	6.0
98.0	12.0
99.0	7.0
100.0	4.0
101.0	16.0
102.0	13.0
103.0	3.0
104.0	10.0
105.0	7.0
106.0	13.0
107.0	6.0
108.0	24.0
109.0	33.0
110.0	16.0
111.0	24.0
112.0	4.0
