#Coverage	Number of genomic locations
0.0	631941.0
1.0	3442.0
2.0	13780.0
3.0	10819.0
4.0	14136.0
5.0	11429.0
6.0	14445.0
7.0	11656.0
8.0	14378.0
9.0	11188.0
10.0	14405.0
11.0	11418.0
12.0	15150.0
13.0	11220.0
14.0	15448.0
15.0	11692.0
16.0	16479.0
17.0	13097.0
18.0	21149.0
19.0	20896.0
20.0	3882804.0
21.0	6347.0
22.0	903.0
23.0	892.0
24.0	1019.0
25.0	966.0
26.0	1020.0
27.0	1150.0
28.0	927.0
29.0	957.0
30.0	6108.0
31.0	797.0
32.0	861.0
33.0	774.0
34.0	782.0
35.0	734.0
36.0	703.0
37.0	753.0
38.0	678.0
39.0	833.0
40.0	28988.0
41.0	518.0
42.0	65.0
43.0	39.0
44.0	47.0
45.0	13.0
46.0	86.0
47.0	14.0
48.0	54.0
49.0	36.0
50.0	44.0
51.0	16.0
52.0	61.0
53.0	14.0
54.0	72.0
55.0	18.0
56.0	48.0
57.0	36.0
58.0	116.0
59.0	13.0
60.0	906.0
61.0	9.0
62.0	20.0
63.0	11.0
64.0	34.0
65.0	8.0
66.0	24.0
67.0	21.0
68.0	27.0
69.0	5.0
70.0	40.0
71.0	8.0
72.0	24.0
73.0	21.0
74.0	50.0
75.0	30.0
76.0	47.0
77.0	5.0
78.0	45.0
79.0	28.0
80.0	18.0
