#Coverage	Number of genomic locations
0.0	385574.0
1.0	3738.0
2.0	6260.0
3.0	4446.0
4.0	6458.0
5.0	4600.0
6.0	6496.0
7.0	4563.0
8.0	6952.0
9.0	4621.0
10.0	6950.0
11.0	5034.0
12.0	7284.0
13.0	5231.0
14.0	7742.0
15.0	6525.0
16.0	9943.0
17.0	8714.0
18.0	20149.0
19.0	18677.0
20.0	4292998.0
21.0	650.0
22.0	350.0
23.0	264.0
24.0	378.0
25.0	545.0
26.0	340.0
27.0	204.0
28.0	247.0
29.0	245.0
30.0	324.0
31.0	286.0
32.0	240.0
33.0	215.0
34.0	237.0
35.0	92.0
36.0	96.0
37.0	66.0
38.0	364.0
39.0	81.0
40.0	1171.0
41.0	9.0
42.0	50.0
43.0	4.0
44.0	9.0
45.0	9.0
46.0	15.0
47.0	5.0
48.0	10.0
49.0	13.0
50.0	15.0
51.0	13.0
53.0	3.0
54.0	3.0
55.0	8.0
56.0	28.0
57.0	36.0
58.0	9.0
59.0	9.0
60.0	6.0
61.0	1.0
62.0	1.0
63.0	6.0
64.0	4.0
65.0	12.0
66.0	2.0
67.0	18.0
68.0	6.0
69.0	6.0
70.0	2.0
71.0	19.0
72.0	8.0
73.0	5.0
74.0	14.0
75.0	17.0
76.0	8.0
77.0	10.0
78.0	8.0
79.0	30.0
80.0	23.0
81.0	3.0
82.0	12.0
83.0	13.0
84.0	8.0
85.0	6.0
86.0	9.0
