#Coverage	Number of genomic locations
0.0	309939.0
1.0	2490.0
2.0	7613.0
3.0	2649.0
4.0	7619.0
5.0	3217.0
6.0	7845.0
7.0	3117.0
8.0	8404.0
9.0	3137.0
10.0	8929.0
11.0	3601.0
12.0	9207.0
13.0	3491.0
14.0	10495.0
15.0	4385.0
16.0	12841.0
17.0	5500.0
18.0	21386.0
19.0	12377.0
20.0	4372637.0
21.0	1094.0
22.0	529.0
23.0	423.0
24.0	886.0
25.0	234.0
26.0	437.0
27.0	258.0
28.0	346.0
29.0	336.0
30.0	315.0
31.0	274.0
32.0	335.0
33.0	182.0
34.0	200.0
35.0	142.0
36.0	311.0
37.0	122.0
38.0	163.0
39.0	172.0
40.0	1770.0
41.0	12.0
42.0	8.0
43.0	22.0
44.0	8.0
45.0	12.0
46.0	8.0
47.0	20.0
48.0	5.0
49.0	3.0
50.0	6.0
51.0	33.0
52.0	32.0
53.0	4.0
54.0	4.0
55.0	4.0
56.0	3.0
57.0	10.0
58.0	6.0
59.0	13.0
60.0	1.0
61.0	4.0
62.0	3.0
63.0	1.0
64.0	4.0
65.0	2.0
66.0	22.0
67.0	2.0
68.0	4.0
69.0	3.0
70.0	30.0
71.0	15.0
72.0	3.0
73.0	17.0
74.0	6.0
75.0	12.0
76.0	39.0
77.0	18.0
78.0	4.0
79.0	7.0
80.0	19.0
81.0	4.0
82.0	14.0
