#Coverage	Number of genomic locations
0.0	244501.0
1.0	13700.0
2.0	12537.0
3.0	14190.0
4.0	14936.0
5.0	15967.0
6.0	17581.0
7.0	18343.0
8.0	19660.0
9.0	21561.0
10.0	24567.0
11.0	26853.0
12.0	28362.0
13.0	31422.0
14.0	33875.0
15.0	35314.0
16.0	38408.0
17.0	41818.0
18.0	45140.0
19.0	48372.0
20.0	52202.0
21.0	56394.0
22.0	59560.0
23.0	63413.0
24.0	67638.0
25.0	71987.0
26.0	75701.0
27.0	79804.0
28.0	82855.0
29.0	86284.0
30.0	90348.0
31.0	93318.0
32.0	96923.0
33.0	98487.0
34.0	101678.0
35.0	103679.0
36.0	105460.0
37.0	106728.0
38.0	106443.0
39.0	106714.0
40.0	106902.0
41.0	107634.0
42.0	107083.0
43.0	105359.0
44.0	104207.0
45.0	102752.0
46.0	101049.0
47.0	98627.0
48.0	95947.0
49.0	93261.0
50.0	90095.0
51.0	86741.0
52.0	83246.0
53.0	79386.0
54.0	76638.0
55.0	72724.0
56.0	68700.0
57.0	65341.0
58.0	61488.0
59.0	57742.0
60.0	53994.0
61.0	50410.0
62.0	46170.0
63.0	42944.0
64.0	39730.0
65.0	36602.0
66.0	33985.0
67.0	31247.0
68.0	28225.0
69.0	25734.0
70.0	23219.0
71.0	21095.0
72.0	19003.0
73.0	16847.0
74.0	15490.0
75.0	13743.0
76.0	12247.0
77.0	10918.0
78.0	9623.0
79.0	8740.0
80.0	7758.0
81.0	6831.0
82.0	6095.0
83.0	5259.0
84.0	4478.0
85.0	3851.0
86.0	3527.0
87.0	3135.0
88.0	2864.0
89.0	2478.0
90.0	2141.0
91.0	1926.0
92.0	1779.0
93.0	1586.0
94.0	1479.0
95.0	1325.0
96.0	1212.0
97.0	1200.0
98.0	1078.0
99.0	995.0
100.0	828.0
101.0	845.0
102.0	688.0
103.0	642.0
104.0	625.0
105.0	535.0
106.0	502.0
107.0	479.0
108.0	432.0
109.0	416.0
110.0	368.0
111.0	327.0
112.0	277.0
113.0	309.0
114.0	296.0
115.0	264.0
116.0	260.0
117.0	196.0
118.0	185.0
119.0	152.0
120.0	148.0
121.0	117.0
122.0	136.0
123.0	108.0
124.0	108.0
125.0	95.0
126.0	110.0
127.0	141.0
128.0	111.0
129.0	135.0
130.0	133.0
131.0	143.0
132.0	146.0
133.0	131.0
134.0	113.0
135.0	137.0
136.0	119.0
137.0	76.0
138.0	67.0
139.0	55.0
140.0	71.0
141.0	55.0
142.0	35.0
143.0	29.0
144.0	31.0
145.0	35.0
146.0	18.0
147.0	8.0
148.0	5.0
149.0	5.0
