#Coverage	Number of genomic locations
0.0	239904.0
1.0	922.0
2.0	5793.0
3.0	4438.0
4.0	6062.0
5.0	4767.0
6.0	6395.0
7.0	4781.0
8.0	6540.0
9.0	4813.0
10.0	7193.0
11.0	5503.0
12.0	7149.0
13.0	5667.0
14.0	7665.0
15.0	7074.0
16.0	10346.0
17.0	8107.0
18.0	18550.0
19.0	16525.0
20.0	4444965.0
21.0	3764.0
22.0	559.0
23.0	228.0
24.0	351.0
25.0	345.0
26.0	131.0
27.0	131.0
28.0	120.0
29.0	101.0
30.0	88.0
31.0	80.0
32.0	94.0
33.0	98.0
34.0	75.0
35.0	58.0
36.0	35.0
37.0	30.0
38.0	64.0
39.0	14.0
40.0	319.0
41.0	11.0
