#Coverage	Number of genomic locations
0.0	416408.0
1.0	163960.0
2.0	194382.0
3.0	230576.0
4.0	265520.0
5.0	290820.0
6.0	307338.0
7.0	315196.0
8.0	306662.0
9.0	295670.0
10.0	274318.0
11.0	253373.0
12.0	229258.0
13.0	200961.0
14.0	175438.0
15.0	150230.0
16.0	127543.0
17.0	107315.0
18.0	88665.0
19.0	75922.0
20.0	61559.0
21.0	50807.0
22.0	41518.0
23.0	33835.0
24.0	27515.0
25.0	22291.0
26.0	18172.0
27.0	14625.0
28.0	11769.0
29.0	9746.0
30.0	8261.0
31.0	6788.0
32.0	5569.0
33.0	5156.0
34.0	4192.0
35.0	3661.0
36.0	3126.0
37.0	2898.0
38.0	2515.0
39.0	2194.0
40.0	2012.0
41.0	1840.0
42.0	1717.0
43.0	1462.0
44.0	1509.0
45.0	1274.0
46.0	1116.0
47.0	1198.0
48.0	991.0
49.0	905.0
50.0	811.0
51.0	684.0
52.0	649.0
53.0	573.0
54.0	521.0
55.0	517.0
56.0	483.0
57.0	497.0
58.0	414.0
59.0	415.0
60.0	415.0
61.0	337.0
62.0	377.0
63.0	342.0
64.0	327.0
65.0	280.0
66.0	249.0
67.0	242.0
68.0	201.0
69.0	175.0
70.0	179.0
71.0	128.0
72.0	132.0
73.0	89.0
74.0	105.0
75.0	64.0
76.0	79.0
77.0	75.0
78.0	64.0
79.0	52.0
80.0	58.0
81.0	40.0
82.0	55.0
83.0	42.0
84.0	40.0
85.0	31.0
86.0	29.0
87.0	40.0
88.0	36.0
89.0	27.0
90.0	29.0
91.0	22.0
92.0	19.0
93.0	17.0
94.0	13.0
95.0	12.0
96.0	10.0
97.0	9.0
98.0	8.0
99.0	10.0
100.0	5.0
101.0	5.0
102.0	5.0
103.0	8.0
104.0	5.0
105.0	5.0
106.0	4.0
107.0	3.0
108.0	3.0
109.0	1.0
110.0	4.0
111.0	1.0
112.0	4.0
113.0	3.0
