#Coverage	Number of genomic locations
0.0	264922.0
1.0	1711.0
2.0	8012.0
3.0	4388.0
4.0	8197.0
5.0	4928.0
6.0	8080.0
7.0	4676.0
8.0	8597.0
9.0	5238.0
10.0	8742.0
11.0	5032.0
12.0	9640.0
13.0	5807.0
14.0	10569.0
15.0	6189.0
16.0	12491.0
17.0	9329.0
18.0	29212.0
19.0	21235.0
20.0	4386882.0
21.0	2976.0
22.0	362.0
23.0	238.0
24.0	392.0
25.0	357.0
26.0	249.0
27.0	348.0
28.0	198.0
29.0	65.0
30.0	110.0
31.0	60.0
32.0	66.0
33.0	81.0
34.0	9.0
35.0	34.0
36.0	16.0
37.0	34.0
38.0	84.0
39.0	42.0
40.0	33.0
41.0	10.0
42.0	47.0
43.0	27.0
44.0	16.0
45.0	59.0
46.0	35.0
47.0	30.0
