#Coverage	Number of genomic locations
0.0	233448.0
1.0	13634.0
2.0	12350.0
3.0	11884.0
4.0	12116.0
5.0	13631.0
6.0	14795.0
7.0	16129.0
8.0	18914.0
9.0	21172.0
10.0	23836.0
11.0	26638.0
12.0	30578.0
13.0	34199.0
14.0	39278.0
15.0	45051.0
16.0	51523.0
17.0	58900.0
18.0	66073.0
19.0	73988.0
20.0	82944.0
21.0	93634.0
22.0	103810.0
23.0	115226.0
24.0	124945.0
25.0	134611.0
26.0	146140.0
27.0	155723.0
28.0	165080.0
29.0	170225.0
30.0	175845.0
31.0	179205.0
32.0	182378.0
33.0	181102.0
34.0	179672.0
35.0	175021.0
36.0	168700.0
37.0	160122.0
38.0	151385.0
39.0	140915.0
40.0	130122.0
41.0	119560.0
42.0	108118.0
43.0	97238.0
44.0	85060.0
45.0	73619.0
46.0	62747.0
47.0	53762.0
48.0	45954.0
49.0	38049.0
50.0	30985.0
51.0	25370.0
52.0	20631.0
53.0	16866.0
54.0	13454.0
55.0	10808.0
56.0	8575.0
57.0	6606.0
58.0	5279.0
59.0	4326.0
60.0	3546.0
61.0	2796.0
62.0	2303.0
63.0	2035.0
64.0	2072.0
65.0	1778.0
66.0	1607.0
67.0	1574.0
68.0	1363.0
69.0	1454.0
70.0	1418.0
71.0	1439.0
72.0	1431.0
73.0	1383.0
74.0	1492.0
75.0	1440.0
76.0	1468.0
77.0	1473.0
78.0	1440.0
79.0	1431.0
80.0	1409.0
81.0	1420.0
82.0	1425.0
83.0	1479.0
84.0	1393.0
85.0	1366.0
86.0	1323.0
87.0	1231.0
88.0	1234.0
89.0	1132.0
90.0	1085.0
91.0	1048.0
92.0	1097.0
93.0	992.0
94.0	994.0
95.0	947.0
96.0	871.0
97.0	769.0
98.0	690.0
99.0	618.0
100.0	568.0
101.0	527.0
102.0	444.0
103.0	373.0
104.0	321.0
105.0	314.0
106.0	267.0
107.0	289.0
108.0	233.0
109.0	183.0
110.0	144.0
111.0	121.0
112.0	103.0
113.0	69.0
114.0	66.0
115.0	51.0
116.0	43.0
117.0	38.0
118.0	22.0
119.0	16.0
120.0	26.0
121.0	30.0
122.0	33.0
123.0	37.0
124.0	51.0
125.0	59.0
126.0	43.0
127.0	47.0
128.0	56.0
129.0	62.0
130.0	78.0
131.0	78.0
132.0	77.0
133.0	70.0
134.0	85.0
135.0	73.0
136.0	88.0
137.0	86.0
138.0	71.0
139.0	82.0
140.0	97.0
141.0	104.0
142.0	125.0
143.0	137.0
144.0	154.0
145.0	150.0
146.0	196.0
147.0	160.0
148.0	162.0
149.0	189.0
150.0	204.0
151.0	174.0
152.0	135.0
153.0	142.0
154.0	148.0
155.0	151.0
156.0	154.0
157.0	144.0
158.0	127.0
159.0	114.0
160.0	130.0
161.0	145.0
162.0	127.0
163.0	111.0
164.0	108.0
165.0	96.0
166.0	99.0
167.0	91.0
168.0	85.0
169.0	94.0
170.0	103.0
171.0	116.0
172.0	79.0
173.0	74.0
174.0	74.0
175.0	83.0
176.0	65.0
177.0	44.0
178.0	44.0
179.0	38.0
180.0	55.0
181.0	36.0
182.0	36.0
183.0	18.0
184.0	26.0
185.0	18.0
186.0	16.0
187.0	11.0
188.0	16.0
189.0	9.0
190.0	2.0
