#Coverage	Number of genomic locations
0.0	415470.0
1.0	531.0
2.0	13271.0
3.0	11148.0
4.0	13645.0
5.0	11272.0
6.0	13100.0
7.0	11982.0
8.0	14551.0
9.0	11685.0
10.0	13354.0
11.0	11588.0
12.0	13612.0
13.0	11382.0
14.0	12694.0
15.0	11294.0
16.0	13743.0
17.0	12295.0
18.0	13791.0
19.0	14045.0
20.0	4174044.0
21.0	10510.0
22.0	219.0
23.0	112.0
24.0	67.0
25.0	106.0
26.0	20.0
27.0	17.0
28.0	22.0
29.0	16.0
30.0	27.0
31.0	17.0
32.0	29.0
33.0	15.0
34.0	24.0
35.0	14.0
36.0	25.0
37.0	12.0
38.0	24.0
39.0	14.0
40.0	54.0
41.0	14.0
