#Coverage	Number of genomic locations
0.0	256404.0
1.0	1014.0
2.0	6759.0
3.0	4797.0
4.0	6955.0
5.0	5011.0
6.0	6962.0
7.0	5517.0
8.0	7445.0
9.0	5809.0
10.0	8334.0
11.0	5900.0
12.0	8186.0
13.0	6439.0
14.0	8374.0
15.0	6812.0
16.0	10783.0
17.0	9091.0
18.0	20830.0
19.0	17935.0
20.0	4415042.0
21.0	3742.0
22.0	383.0
23.0	171.0
24.0	147.0
25.0	196.0
26.0	35.0
27.0	117.0
28.0	15.0
29.0	127.0
30.0	68.0
31.0	116.0
32.0	72.0
33.0	42.0
34.0	2.0
35.0	5.0
36.0	10.0
37.0	16.0
38.0	24.0
39.0	7.0
40.0	22.0
41.0	48.0
42.0	28.0
43.0	31.0
44.0	12.0
45.0	20.0
