#Coverage	Number of genomic locations
0.0	653772.0
1.0	608997.0
2.0	717123.0
3.0	689724.0
4.0	593755.0
5.0	470253.0
6.0	348696.0
7.0	246145.0
8.0	164700.0
9.0	109935.0
10.0	71878.0
11.0	48239.0
12.0	31321.0
13.0	20686.0
14.0	14061.0
15.0	9726.0
16.0	6633.0
17.0	4993.0
18.0	3587.0
19.0	2791.0
20.0	1960.0
21.0	1480.0
22.0	1004.0
23.0	888.0
24.0	757.0
25.0	555.0
26.0	517.0
27.0	464.0
28.0	370.0
29.0	297.0
30.0	263.0
31.0	217.0
32.0	200.0
33.0	165.0
34.0	152.0
35.0	136.0
36.0	118.0
37.0	134.0
38.0	138.0
39.0	103.0
40.0	97.0
41.0	106.0
42.0	99.0
43.0	113.0
44.0	111.0
45.0	92.0
46.0	76.0
47.0	108.0
48.0	92.0
49.0	64.0
50.0	106.0
51.0	111.0
52.0	101.0
53.0	66.0
54.0	60.0
55.0	89.0
56.0	97.0
57.0	83.0
58.0	83.0
59.0	81.0
60.0	93.0
61.0	77.0
62.0	56.0
63.0	55.0
64.0	29.0
65.0	39.0
66.0	38.0
67.0	46.0
68.0	45.0
69.0	47.0
70.0	40.0
71.0	22.0
72.0	25.0
73.0	25.0
74.0	34.0
75.0	33.0
76.0	38.0
77.0	36.0
78.0	25.0
79.0	20.0
80.0	18.0
81.0	11.0
82.0	13.0
83.0	5.0
84.0	4.0
85.0	13.0
86.0	10.0
87.0	21.0
88.0	20.0
89.0	19.0
90.0	13.0
91.0	17.0
92.0	11.0
93.0	6.0
94.0	8.0
95.0	4.0
96.0	4.0
97.0	7.0
98.0	6.0
99.0	1.0
100.0	9.0
101.0	10.0
102.0	8.0
103.0	5.0
104.0	7.0
105.0	9.0
106.0	1.0
107.0	3.0
108.0	1.0
