#Coverage (X)	Coverage
1.0	86.46394146408122
2.0	73.85492939229025
3.0	59.00721657275425
4.0	44.72678786423195
5.0	32.43335462451772
6.0	22.69697537503714
7.0	15.477379755706949
8.0	10.381056988253263
9.0	6.971016728245459
10.0	4.6948614399397
11.0	3.206659413170783
12.0	2.207892369439662
13.0	1.5594049924894193
14.0	1.1311105612901429
15.0	0.8399838090377472
16.0	0.6386113040660604
17.0	0.5012779886766765
18.0	0.39790014400017526
19.0	0.32363290409338674
20.0	0.2658464902155373
21.0	0.22526556180257273
22.0	0.19462281993972397
23.0	0.17383544640573234
24.0	0.15544980128802877
25.0	0.13977645291627994
26.0	0.12828542471771698
27.0	0.11758116962103315
28.0	0.10797425595592358
29.0	0.10031357049021494
30.0	0.09416431756233123
31.0	0.08871901951508221
32.0	0.08422613101221543
33.0	0.080085219949666
34.0	0.07666896832306236
35.0	0.07352187591553161
36.0	0.07070605639299288
37.0	0.06826291886609681
38.0	0.06548850845419452
39.0	0.06263127982103356
40.0	0.0604987106238184
41.0	0.058490368758484124
42.0	0.05629568589533562
43.0	0.054245934919379124
44.0	0.05190632016903862
45.0	0.049608114529320346
46.0	0.04770329544054164
47.0	0.04612974923676916
48.0	0.04389365726299843
49.0	0.04198883817421972
50.0	0.04066374663420902
51.0	0.03846906377106052
