#Coverage	Number of genomic locations
0.0	268294.0
1.0	26819.0
2.0	27772.0
3.0	29423.0
4.0	34086.0
5.0	38593.0
6.0	43888.0
7.0	49060.0
8.0	53676.0
9.0	60094.0
10.0	64777.0
11.0	70439.0
12.0	76956.0
13.0	81641.0
14.0	88146.0
15.0	93970.0
16.0	98295.0
17.0	103098.0
18.0	106628.0
19.0	111539.0
20.0	115597.0
21.0	118569.0
22.0	119882.0
23.0	121416.0
24.0	123348.0
25.0	122774.0
26.0	123166.0
27.0	122347.0
28.0	121305.0
29.0	119626.0
30.0	118733.0
31.0	117029.0
32.0	114528.0
33.0	111472.0
34.0	108264.0
35.0	104172.0
36.0	100567.0
37.0	95770.0
38.0	91186.0
39.0	87047.0
40.0	81860.0
41.0	77526.0
42.0	73235.0
43.0	69096.0
44.0	64233.0
45.0	60519.0
46.0	55681.0
47.0	51368.0
48.0	48053.0
49.0	44046.0
50.0	40936.0
51.0	37376.0
52.0	34035.0
53.0	31169.0
54.0	28178.0
55.0	25890.0
56.0	23261.0
57.0	21178.0
58.0	18509.0
59.0	16890.0
60.0	15422.0
61.0	13432.0
62.0	11976.0
63.0	10800.0
64.0	9570.0
65.0	8391.0
66.0	7362.0
67.0	6557.0
68.0	5805.0
69.0	5095.0
70.0	4501.0
71.0	4103.0
72.0	3530.0
73.0	3149.0
74.0	2936.0
75.0	2672.0
76.0	2369.0
77.0	2117.0
78.0	1852.0
79.0	1802.0
80.0	1577.0
81.0	1398.0
82.0	1316.0
83.0	1184.0
84.0	1074.0
85.0	995.0
86.0	932.0
87.0	805.0
88.0	693.0
89.0	643.0
90.0	598.0
91.0	581.0
92.0	523.0
93.0	498.0
94.0	463.0
95.0	419.0
96.0	408.0
97.0	413.0
98.0	378.0
99.0	379.0
100.0	361.0
101.0	315.0
102.0	307.0
103.0	292.0
104.0	291.0
105.0	276.0
106.0	260.0
107.0	219.0
108.0	221.0
109.0	188.0
110.0	183.0
111.0	132.0
112.0	131.0
113.0	112.0
114.0	126.0
115.0	88.0
116.0	101.0
117.0	80.0
118.0	52.0
119.0	49.0
120.0	36.0
121.0	47.0
122.0	26.0
123.0	30.0
124.0	15.0
125.0	29.0
126.0	26.0
127.0	29.0
128.0	15.0
129.0	10.0
130.0	9.0
131.0	9.0
132.0	19.0
133.0	12.0
134.0	7.0
135.0	2.0
136.0	1.0
