#Coverage	Number of genomic locations
0.0	189538.0
1.0	2875.0
2.0	7225.0
3.0	4089.0
4.0	7573.0
5.0	4414.0
6.0	7862.0
7.0	4427.0
8.0	8070.0
9.0	4339.0
10.0	8376.0
11.0	4716.0
12.0	8195.0
13.0	4884.0
14.0	8758.0
15.0	5603.0
16.0	9044.0
17.0	6154.0
18.0	12793.0
19.0	10220.0
20.0	4465994.0
21.0	1439.0
22.0	850.0
23.0	607.0
24.0	899.0
25.0	630.0
26.0	702.0
27.0	508.0
28.0	607.0
29.0	562.0
30.0	444.0
31.0	424.0
32.0	490.0
33.0	408.0
34.0	379.0
35.0	376.0
36.0	457.0
37.0	396.0
38.0	586.0
39.0	342.0
40.0	30528.0
41.0	245.0
42.0	84.0
43.0	82.0
44.0	80.0
45.0	97.0
46.0	79.0
47.0	90.0
48.0	79.0
49.0	99.0
50.0	82.0
51.0	75.0
52.0	80.0
53.0	86.0
54.0	85.0
55.0	96.0
56.0	81.0
57.0	130.0
58.0	68.0
59.0	142.0
60.0	950.0
61.0	119.0
62.0	6.0
63.0	1.0
64.0	9.0
65.0	2.0
66.0	2.0
67.0	9.0
68.0	1.0
69.0	6.0
70.0	7.0
71.0	7.0
72.0	6.0
73.0	1.0
74.0	9.0
75.0	2.0
76.0	2.0
77.0	5.0
78.0	4.0
79.0	7.0
80.0	7.0
81.0	50.0
