#Coverage	Number of genomic locations
0.0	313564.0
1.0	25752.0
2.0	23289.0
3.0	24858.0
4.0	25745.0
5.0	26860.0
6.0	29891.0
7.0	34062.0
8.0	36816.0
9.0	40670.0
10.0	43902.0
11.0	47218.0
12.0	51068.0
13.0	55631.0
14.0	60004.0
15.0	62072.0
16.0	65332.0
17.0	68525.0
18.0	70222.0
19.0	73270.0
20.0	75309.0
21.0	77588.0
22.0	80157.0
23.0	81418.0
24.0	82673.0
25.0	83440.0
26.0	83596.0
27.0	84474.0
28.0	84177.0
29.0	83660.0
30.0	83764.0
31.0	82813.0
32.0	82078.0
33.0	81879.0
34.0	79675.0
35.0	78426.0
36.0	77634.0
37.0	76387.0
38.0	75314.0
39.0	73578.0
40.0	71706.0
41.0	69711.0
42.0	69228.0
43.0	67602.0
44.0	65474.0
45.0	64140.0
46.0	63266.0
47.0	60711.0
48.0	59614.0
49.0	58042.0
50.0	56991.0
51.0	55290.0
52.0	54404.0
53.0	52583.0
54.0	50791.0
55.0	50134.0
56.0	48024.0
57.0	46834.0
58.0	45273.0
59.0	44078.0
60.0	42635.0
61.0	41495.0
62.0	39656.0
63.0	38717.0
64.0	37110.0
65.0	36439.0
66.0	35361.0
67.0	34307.0
68.0	32549.0
69.0	31332.0
70.0	30079.0
71.0	28949.0
72.0	27475.0
73.0	26043.0
74.0	24827.0
75.0	23955.0
76.0	22388.0
77.0	21825.0
78.0	20861.0
79.0	19883.0
80.0	18880.0
81.0	17848.0
82.0	16994.0
83.0	16048.0
84.0	15136.0
85.0	14063.0
86.0	13479.0
87.0	12568.0
88.0	11842.0
89.0	11336.0
90.0	10452.0
91.0	9803.0
92.0	8980.0
93.0	8401.0
94.0	7679.0
95.0	7234.0
96.0	6664.0
97.0	6138.0
98.0	5721.0
99.0	5129.0
100.0	4677.0
101.0	4309.0
102.0	3813.0
103.0	3566.0
104.0	3195.0
105.0	2914.0
106.0	2767.0
107.0	2372.0
108.0	2045.0
109.0	1845.0
110.0	1679.0
111.0	1580.0
112.0	1423.0
113.0	1218.0
114.0	1097.0
115.0	945.0
116.0	818.0
117.0	761.0
118.0	640.0
119.0	591.0
120.0	595.0
121.0	468.0
122.0	442.0
123.0	448.0
124.0	410.0
125.0	317.0
126.0	293.0
127.0	257.0
128.0	206.0
129.0	203.0
130.0	173.0
131.0	145.0
132.0	118.0
133.0	89.0
134.0	97.0
135.0	103.0
136.0	110.0
137.0	97.0
138.0	120.0
139.0	106.0
140.0	105.0
141.0	111.0
142.0	101.0
143.0	90.0
144.0	94.0
145.0	75.0
146.0	97.0
147.0	105.0
148.0	81.0
149.0	96.0
150.0	114.0
151.0	90.0
152.0	83.0
153.0	95.0
154.0	61.0
155.0	56.0
156.0	75.0
157.0	51.0
158.0	38.0
159.0	42.0
160.0	25.0
161.0	19.0
162.0	22.0
163.0	15.0
164.0	21.0
165.0	35.0
166.0	19.0
167.0	8.0
168.0	5.0
169.0	3.0
170.0	2.0
171.0	1.0
