#Coverage	Number of genomic locations
0.0	222153.0
1.0	40237.0
2.0	46051.0
3.0	52169.0
4.0	57105.0
5.0	63523.0
6.0	67671.0
7.0	69238.0
8.0	72052.0
9.0	75873.0
10.0	77563.0
11.0	81689.0
12.0	82367.0
13.0	84626.0
14.0	85685.0
15.0	87333.0
16.0	89158.0
17.0	89543.0
18.0	90730.0
19.0	90530.0
20.0	89384.0
21.0	90306.0
22.0	90433.0
23.0	89892.0
24.0	89950.0
25.0	90829.0
26.0	88837.0
27.0	87087.0
28.0	87429.0
29.0	87719.0
30.0	86527.0
31.0	84413.0
32.0	83543.0
33.0	82595.0
34.0	81592.0
35.0	80862.0
36.0	80180.0
37.0	78905.0
38.0	77440.0
39.0	75350.0
40.0	74913.0
41.0	72151.0
42.0	70596.0
43.0	69789.0
44.0	67541.0
45.0	65330.0
46.0	62705.0
47.0	61261.0
48.0	59074.0
49.0	56587.0
50.0	54290.0
51.0	51169.0
52.0	49398.0
53.0	48339.0
54.0	45196.0
55.0	43013.0
56.0	40472.0
57.0	37540.0
58.0	35468.0
59.0	33381.0
60.0	31534.0
61.0	29269.0
62.0	27452.0
63.0	25874.0
64.0	24251.0
65.0	22308.0
66.0	20725.0
67.0	18749.0
68.0	17076.0
69.0	15121.0
70.0	13662.0
71.0	12553.0
72.0	11653.0
73.0	10341.0
74.0	9400.0
75.0	8250.0
76.0	7548.0
77.0	6578.0
78.0	5946.0
79.0	5460.0
80.0	4769.0
81.0	4499.0
82.0	3950.0
83.0	3550.0
84.0	3115.0
85.0	2719.0
86.0	2451.0
87.0	2219.0
88.0	1986.0
89.0	1750.0
90.0	1569.0
91.0	1463.0
92.0	1209.0
93.0	1138.0
94.0	1062.0
95.0	1046.0
96.0	998.0
97.0	903.0
98.0	851.0
99.0	826.0
100.0	817.0
101.0	801.0
102.0	762.0
103.0	817.0
104.0	814.0
105.0	838.0
106.0	810.0
107.0	843.0
108.0	862.0
109.0	740.0
110.0	771.0
111.0	810.0
112.0	760.0
113.0	782.0
114.0	749.0
115.0	820.0
116.0	807.0
117.0	861.0
118.0	816.0
119.0	803.0
120.0	738.0
121.0	784.0
122.0	750.0
123.0	738.0
124.0	686.0
125.0	662.0
126.0	617.0
127.0	631.0
128.0	577.0
129.0	559.0
130.0	571.0
131.0	509.0
132.0	502.0
133.0	474.0
134.0	465.0
135.0	415.0
136.0	425.0
137.0	391.0
138.0	359.0
139.0	304.0
140.0	321.0
141.0	319.0
142.0	320.0
143.0	332.0
144.0	284.0
145.0	227.0
146.0	252.0
147.0	206.0
148.0	189.0
149.0	189.0
150.0	175.0
151.0	159.0
152.0	121.0
153.0	169.0
154.0	101.0
155.0	88.0
156.0	107.0
157.0	96.0
158.0	75.0
159.0	59.0
160.0	88.0
161.0	117.0
162.0	102.0
163.0	86.0
164.0	75.0
165.0	83.0
166.0	62.0
167.0	58.0
168.0	57.0
169.0	69.0
170.0	68.0
171.0	59.0
172.0	60.0
173.0	36.0
174.0	36.0
175.0	26.0
176.0	26.0
177.0	29.0
178.0	24.0
179.0	35.0
180.0	21.0
181.0	26.0
182.0	27.0
183.0	37.0
184.0	35.0
185.0	28.0
186.0	28.0
187.0	34.0
188.0	38.0
189.0	26.0
190.0	26.0
191.0	25.0
192.0	25.0
193.0	29.0
194.0	30.0
195.0	38.0
196.0	43.0
197.0	37.0
198.0	43.0
199.0	38.0
200.0	61.0
201.0	56.0
202.0	46.0
203.0	37.0
204.0	42.0
205.0	45.0
206.0	43.0
207.0	44.0
208.0	75.0
209.0	62.0
210.0	67.0
211.0	55.0
212.0	61.0
213.0	50.0
214.0	66.0
215.0	69.0
216.0	81.0
217.0	67.0
218.0	83.0
219.0	92.0
220.0	85.0
221.0	78.0
222.0	82.0
223.0	80.0
224.0	76.0
225.0	110.0
226.0	104.0
227.0	125.0
228.0	126.0
229.0	105.0
230.0	75.0
231.0	94.0
232.0	119.0
233.0	96.0
234.0	82.0
235.0	68.0
236.0	81.0
237.0	87.0
238.0	68.0
239.0	86.0
240.0	72.0
241.0	76.0
242.0	76.0
243.0	71.0
244.0	61.0
245.0	69.0
246.0	56.0
247.0	62.0
248.0	54.0
249.0	59.0
250.0	60.0
251.0	55.0
252.0	29.0
253.0	28.0
254.0	35.0
255.0	27.0
256.0	24.0
257.0	20.0
258.0	40.0
259.0	28.0
260.0	30.0
261.0	34.0
262.0	28.0
263.0	22.0
264.0	33.0
265.0	19.0
266.0	20.0
267.0	17.0
268.0	15.0
269.0	18.0
270.0	22.0
271.0	13.0
272.0	13.0
273.0	13.0
274.0	12.0
275.0	2.0
276.0	9.0
277.0	7.0
278.0	17.0
279.0	7.0
280.0	4.0
281.0	5.0
