#Coverage	Number of genomic locations
0.0	414665.0
1.0	168583.0
2.0	198542.0
3.0	234933.0
4.0	275098.0
5.0	303880.0
6.0	324827.0
7.0	330392.0
8.0	326587.0
9.0	313045.0
10.0	288986.0
11.0	264006.0
12.0	235671.0
13.0	207552.0
14.0	177569.0
15.0	149224.0
16.0	122878.0
17.0	99943.0
18.0	79927.0
19.0	64189.0
20.0	51317.0
21.0	40560.0
22.0	31486.0
23.0	24416.0
24.0	18591.0
25.0	14065.0
26.0	11026.0
27.0	8670.0
28.0	6626.0
29.0	5481.0
30.0	4553.0
31.0	3430.0
32.0	2789.0
33.0	2425.0
34.0	1981.0
35.0	1648.0
36.0	1538.0
37.0	1344.0
38.0	1179.0
39.0	1062.0
40.0	950.0
41.0	973.0
42.0	802.0
43.0	723.0
44.0	621.0
45.0	619.0
46.0	566.0
47.0	558.0
48.0	468.0
49.0	413.0
50.0	391.0
51.0	383.0
52.0	275.0
53.0	289.0
54.0	279.0
55.0	206.0
56.0	184.0
57.0	180.0
58.0	163.0
59.0	139.0
60.0	134.0
61.0	127.0
62.0	121.0
63.0	89.0
64.0	93.0
65.0	91.0
66.0	121.0
67.0	124.0
68.0	102.0
69.0	102.0
70.0	89.0
71.0	84.0
72.0	113.0
73.0	102.0
74.0	110.0
75.0	96.0
76.0	107.0
77.0	113.0
78.0	102.0
79.0	95.0
80.0	102.0
81.0	94.0
82.0	106.0
83.0	117.0
84.0	129.0
85.0	128.0
86.0	114.0
87.0	106.0
88.0	98.0
89.0	115.0
90.0	104.0
91.0	76.0
92.0	92.0
93.0	101.0
94.0	77.0
95.0	72.0
96.0	101.0
97.0	98.0
98.0	89.0
99.0	85.0
100.0	89.0
101.0	73.0
102.0	73.0
103.0	66.0
104.0	71.0
105.0	58.0
106.0	67.0
107.0	62.0
108.0	68.0
109.0	86.0
110.0	55.0
111.0	77.0
112.0	87.0
113.0	76.0
114.0	53.0
115.0	64.0
116.0	69.0
117.0	72.0
118.0	74.0
119.0	72.0
120.0	69.0
121.0	60.0
122.0	52.0
123.0	62.0
124.0	51.0
125.0	42.0
126.0	22.0
127.0	17.0
128.0	20.0
129.0	18.0
130.0	14.0
131.0	14.0
132.0	13.0
134.0	1.0
135.0	3.0
