"NO","X","Y","Year"
"1467","32.23","'-2.88","1965"
"1468","'-77.936","'-2.836","1956"
"1469","'-77.799","'-2.79","1966"
"1470","'-78.844","'-2.75","1956"
"1471","'-80.247","'-2.712","1948"
"1472","33.98","'-2.68","1937"
"1473","33.99","'-2.68","1936"
"1474","'-79.614","'-2.673","1932"
"1475","'-80.44","'-2.6267","1936"
"1476","29.47","'-2.62","1959"
"1477","'-77.77","'-2.607","1962"
"1478","'-78.648","'-2.583","1946"
"1479","32.92","'-2.52","1928"
"1480","28.84735","'-2.513346","1968"
"1481","28.84872","'-2.512317","1938"
"1482","28.85","'-2.51","1946"
"1483","32.92","'-2.51","1937"
"1484","'-78.98","'-2.483","1945"
"1485","'-76.636","'-2.418","1932"
"1486","'-80.364","'-2.407","1959"
"1487","'-47.787","'-2.406","1969"
"1488","'-80.675","'-2.398","1948"
"1489","'-77.459","'-2.34","1956"
"1490","36.05","'-2.34","1950"
"1491","'-76.472","'-2.292","1963"
"1492","'-78.917","'-2.287","1963"
"1493","'-79.885284","'-2.281305","1913"
"1494","22.901","'-2.256","1945"
"1495","'-79.885806","'-2.203712","1909"
"1496","'-79.907873","'-2.203091","1926"
"1497","'-78.844","'-2.194","1931"
"1498","'-79.895653","'-2.185778","1916"
"1499","37.06787","'-2.185749","1978"
"1500","'-79.8976","'-2.180377","1909"
"1501","'-79.910336","'-2.167077","1908"
"1502","112.788","'-2.082","1929"
"1503","'-78.728","'-2.081","1956"
"1504","'-80.726","'-2.026","1950"
"1505","'-80.669","'-2.021","1936"
"1506","'-78.70193","'-2.01283","1955"
"1507","'-77.982","'-1.979","1964"
"1508","22.93945","'-1.933227","1992"
"1509","'-78.709","'-1.931","1933"
"1510","'-79.978","'-1.862","1935"
"1511","36.795","'-1.836","1978"
"1512","'-79.53","'-1.795","1936"
"1513","'-59.621","'-1.741","1974"
"1514","37.12","'-1.74","1952"
"1515","'-79.013","'-1.7","1956"
"1516","'-78.645","'-1.671","1929"
"1517","'-75.957","'-1.642","1950"
"1518","'-76.228","'-1.628","1950"
"1519","'-45.103","'-1.623","1969"
"1520","'-77.353","'-1.604","1956"
"1521","'-79.47","'-1.574","1946"
"1522","'-80.806","'-1.562","1964"
"1523","'-79.747","'-1.556","1957"
"1524","'-78.54023","'-1.555576","1959"
"1525","'-80.008","'-1.547","1931"
"1526","'-49.224","'-1.529","1967"
"1527","37.26666667","'-1.516666667","1895"
"1528","'-77.987","'-1.483","1950"
"1529","'-79.461","'-1.447","1957"
"1530","'-79.751","'-1.436","1962"
"1531","'-47.883","'-1.414","1965"
"1532","'-80.207","'-1.396","1936"
"1533","'-80.58","'-1.351","1956"
"1534","36.85","'-1.33","1928"
"1535","24.071","'-1.32","1938"
"1536","'-47.723","'-1.315","1974"
"1537","36.84387","'-1.304213","1936"
"1538","36.83716","'-1.296276","1935"
"1539","36.84402","'-1.296276","1936"
"1540","36.82","'-1.29","1938"
"1541","36.81666667","'-1.283333333","1902"
"1542","36.78","'-1.28","1941"
"1543","36.804","'-1.27","1926"
"1544","36.84","'-1.27","1934"
"1545","'-78.455","'-1.263325","1950"
"1546","36.68163","'-1.253028","1927"
"1547","36.68","'-1.25","1928"
"1548","'-77.681","'-1.241","1954"
"1549","'-78.62","'-1.24","1956"
"1550","36.87","'-1.23","1937"
"1551","36.87861","'-1.220442","1930"
"1552","116.86","'-1.21","1927"
"1553","'-80.369","'-1.207","1933"
"1554","'-79.096","'-1.198","1950"
"1555","36.93394","'-1.181344","1927"
"1556","'-78.54","'-1.171","1960"
"1557","36.822","'-1.167","1928"
"1558","36.83333333","'-1.166666667","1912"
"1559","36.957","'-1.142","1952"
"1560","'-57.062","'-1.098","1968"
"1561","'-80.897","'-1.064","1956"
"1562","36.77115","'-1.061086","1959"
"1563","36.82068","'-1.057374","1936"
"1564","'-80.455","'-1.056","1929"
"1565","36.82892","'-1.054628","1935"
"1566","'-77.548","'-1.053","1927"
"1567","'-79.811","'-1.052","1950"
"1568","37.093","'-1.049","1941"
"1569","'-78.587","'-1.045","1932"
"1570","'-80.654","'-1.044","1962"
"1571","'-80.49734","'-1.03858","1962"
"1572","'-77.731","'-1.032","1962"
"1573","36.86","'-1.03","1940"
"1574","'-79.362","'-0.987","1966"
"1575","'-80.05","'-0.965078","1956"
"1576","'-46.995","'-0.957","1974"
"1577","'-80.719","'-0.948","1933"
"1578","100.3958","'-0.946155","1927"
"1579","'-80.204","'-0.924","1962"
"1580","'-80.446","'-0.923","1961"
"1581","'-47.213","'-0.918","1975"
"1582","'-91.059","'-0.895","1962"
"1583","'-80.163","'-0.842","1931"
"1584","'-78.663","'-0.834","1962"
"1585","29.05","'-0.79","1969"
"1586","113.921","'-0.789596","1927"
"1587","28.528","'-0.757","1951"
"1588","36.97","'-0.74","1940"
"1589","36.37436","'-0.731258","1929"
"1590","'-48.52","'-0.722","1969"
"1591","'-75.569","'-0.721","1965"
"1592","36.439","'-0.711","1929"
"1593","37.158","'-0.711","1934"
"1594","'-80.089","'-0.695","1962"
"1595","34.77705","'-0.679076","1936"
"1596","'-80.431","'-0.609","1937"
"1597","36.9","'-0.566666667","1958"
"1598","36.95","'-0.566666667","1958"
"1599","37.05","'-0.55","1958"
"1600","22.704","'-0.547","1955"
"1601","34.46","'-0.53","1934"
"1602","37.449","'-0.524","1957"
"1603","'-80.436","'-0.52","1948"
"1604","34.723","'-0.503","1926"
"1605","'-80.034","'-0.502","1962"
"1606","117.1465","'-0.490602","1927"
"1607","37.2","'-0.49","1933"
"1608","37.20518","'-0.488027","1933"
"1609","36.8666","'-0.48277","1955"
"1610","'-77.891","'-0.464","1936"
"1611","36.94994","'-0.429493","1938"
"1612","36.951","'-0.428634","1933"
"1613","36.95","'-0.42","1933"
"1614","36.951","'-0.417","1933"
"1615","36.95","'-0.416666667","1926"
"1616","35.282","'-0.366","1926"
"1617","'-78.53356","'-0.336379","1939"
"1618","31.734","'-0.335","1933"
"1619","36.11069","'-0.310362","1933"
"1620","36.0694","'-0.285622","1930"
"1621","34.75","'-0.283333333","1921"
"1622","36.06666667","'-0.283333333","1916"
"1623","'-65.628","'-0.28","1965"
"1624","36.069","'-0.28","1927"
"1625","'-78.5155","'-0.246537","1928"
"1626","'-78.524282","'-0.2295","1950"
"1627","27.767","'-0.224","1939"
"1628","29.219","'-0.157","1939"
"1629","29.24612","'-0.156383","1952"
"1630","29.24595","'-0.155868","1959"
"1631","38.202","'-0.149","1928"
"1632","34.74686","'-0.111709","1927"
"1633","34.75","'-0.1","1914"
"1634","34.747","'-0.095","1929"
"1635","'-78.346","'-0.056","1957"
"1636","109.339","'-0.023","1950"
"1637","37.88","'-0.02","1930"
"1638","37.91","'-0.02","1931"
"1639","37.92","'-0.02","1931"
"1640","36.367","0.041","1934"
"1641","32.46","0.05","1934"
"1642","32.465","0.053","1931"
"1643","'-78.342","0.059","1970"
"1644","'-80.051","0.064","1962"
"1645","34.522","0.101","1926"
"1646","29.30225","0.11673","1961"
"1647","29.30225","0.118446","1957"
"1648","'-78.801","0.143","1966"
"1649","32","0.25","1939.236559"
"1650","31.99","0.26","1930"
"1651","'-78.646","0.263","1936"
"1652","34.76","0.29","1939"
"1653","'-78.275","0.304","1937"
"1654","32.56","0.31","1930"
"1655","32.57","0.32","1927"
"1656","32.58","0.32","1928"
"1657","32.575","0.323","1927"
"1658","31.75","0.33","1938"
"1659","32.58","0.33","1931"
"1660","32.58","0.35","1935"
"1661","32.59","0.35","1938"
"1662","'-80.03","0.351","1962"
"1663","32.62","0.36","1931"
"1664","'-78.131","0.363","1950"
"1665","32.54","0.38","1941"
"1666","33.2","0.41","1939"
"1667","33.203","0.438","1926"
"1668","29.459","0.488","1937"
"1669","29.46499","0.493005","1938"
"1670","33.26","0.5","1936"
"1671","'-78.133","0.504","1947"
"1672","32.46","0.51","1935"
"1673","25.2","0.52","1946"
"1674","25.19749","0.524246","1934"
"1675","33.738","0.579","1935"
"1676","33.45912","0.591384","1937"
"1677","'-77.833","0.604","1956"
"1678","37.658","0.65","1935"
"1679","30.275","0.671","1933"
"1680","34.19","0.68","1934"
"1681","22.424","0.688","1934"
"1682","22.887","0.694","1956"
"1683","34.16","0.7","1952"
"1684","33.5","0.77","1935"
"1685","36.396","0.784","1931"
"1686","36.281","0.806","1937"
"1687","'-79.945","0.808","1946"
"1688","'-77.732","0.822","1931"
"1689","29.38293","0.845916","1956"
"1690","33.918","0.854","1934"
"1691","'-78.468","0.874","1935"
"1692","33.12","0.92","1929"
"1693","'-79.66","0.954","1926"
"1694","'-78.88","0.958","1932"
"1695","'-67.479","0.966","1972"
"1696","33.76","0.98","1934"
"1697","33.918","1.016","1934"
"1698","'-79.374","1.044","1962"
"1699","34.17","1.07","1936"
"1700","33.236","1.105","1934"
"1701","'-78.97","1.138","1931"
"1702","'-78.846","1.263","1954"
"1703","103.831791","1.268855","1926"
"1704","33.41","1.27","1930"
"1705","33.42","1.27","1928"
"1706","33.43","1.27","1938"
"1707","33.44","1.27","1936"
"1708","33.45","1.27","1936"
"1709","103.8469","1.277055","1933"
"1710","103.8478","1.323177","1940"
"1711","28.841","1.33","1930"
"1712","32.23","1.37","1926"
"1713","32.29","1.37","1932"
"1714","32.32","1.37","1926"
"1715","124.851","1.472006","1927"
"1716","110.344","1.549","1940"
"1717","27.685","1.591","1941"
"1718","29.71","1.6","1928"
"1719","29.058","1.633","1929"
"1720","24.62","1.64","1955"
"1721","26.42","1.64","1959"
"1722","34.088","1.728","1934"
"1723","40.047","1.748","1954"
"1724","30.54294","1.755006","1939"
"1725","30.61","1.76","1928"
"1726","33.63","1.77","1936"
"1727","33.63024","1.771521","1937"
"1728","29.98993","1.856365","1929"
"1729","30.68","1.866","1934"
"1730","30.50431","1.968397","1956"
"1731","30.5044","1.968397","1928"
"1732","30.9","1.97","1970"
"1733","30.82214","2.01283","1934"
"1734","36.784","2.095","1948"
"1735","30.77545","2.100664","1931"
"1736","26.23535","2.108899","1957"
"1737","30.626","2.143","1943"
"1738","31.23","2.16","1970"
"1739","31.11457","2.252818","1951"
"1740","32.89","2.27","1934"
"1741","26.2793","2.284551","1958"
"1742","30.98591","2.304447","1963"
"1743","30.989","2.308","1947"
"1744","117.5317","2.350415","1952"
"1745","31.35","2.44","1993"
"1746","102.609","2.57","1928"
"1747","'-51.744","2.586","1967"
"1748","'-61.133","2.637","1952"
"1749","32.44","2.69","1937"
"1750","32.312","2.703","1933"
"1751","111.939","2.743","1948"
"1752","22.22663","2.825859","1940"
"1753","27.118","2.863","1956"
"1754","32.69","2.88","1930"
"1755","32.71","2.88","1936"
"1756","32.72","2.88","1937"
"1757","101.409","3.005","1927"
"1758","103.012","3.064","1927"
"1759","29.244","3.114","1929"
"1760","30.994","3.148","1939"
"1761","33.15","3.25","1927"
"1762","37.07","3.324","1933"
"1763","27.09718","3.344616","1928"
"1764","26.095","3.369","1955"
"1765","'-60.629","3.404","1959"
"1766","'-60.128","3.463","1973"
"1767","28.233","3.562","1929"
"1768","31.812","3.565","1928"
"1769","26.793","3.57","1931"
"1770","'-59.875","3.577","1985"
"1771","28.57956","3.603541","1952"
"1772","27.705","3.802","1957"
"1773","24.941","3.808","1929"
"1774","10.09","3.85","1950"
"1775","30.206","3.868","1928"
"1776","11.52","3.89","1989"
"1777","9.194","4.016","1950"
"1778","9.754486","4.041673","1927"
"1779","23.359","4.045","1939"
"1780","'-74.26586","4.199364","1933"
"1781","'-60.468","4.261","1964"
"1782","'-75.49255","4.40666","1953"
"1783","23.975","4.505","1950"
"1784","7.53","4.52","1950"
"1785","101.076","4.591","1928"
"1786","'-74.081","4.63","1926"
"1787","'-74.080509","4.630218","1926"
"1788","'-74.14819","4.647177","1935"
"1789","6.78","4.72","1950"
"1790","100.9973","4.751624","1927"
"1791","'-74.27118","4.769757","1945"
"1792","7.005","4.785","1929"
"1793","7.05","4.82","1950"
"1794","8.314","4.957","1950"
"1795","'-74.26208","4.986977","1963"
"1796","12.52441","5.003394","1950"
"1797","5.514","5.346","1950"
"1798","100.3107","5.409236","1928"
"1799","5.754","5.51","1950"
"1800","'-0.204481","5.567626","1950"
"1801","'-75.428","5.797","1959"
"1802","5.69","5.88","1928"
"1803","80.5909","5.931179","1933"
"1804","80.5909","5.93135","1928"
"1805","80.535","5.949","1929"
"1806","80.36173","5.996655","1936"
"1807","80.791","6.026","1928"
"1808","80.218","6.033","1929"
"1809","6.8","6.14","1928"
"1810","101.7389","6.200629","1950"
"1811","1.577568","6.227422","1950"
"1812","5.327","6.266","1939"
"1813","81.125","6.327","1929"
"1814","3.423","6.439","1926"
"1815","2.352469","6.440881","1929"
"1816","3.395833333","6.453055556","1923"
"1817","79.99815","6.474462","1928"
"1818","3.280792","6.518637","1929"
"1819","3.38","6.52","1929"
"1820","'-10.53","6.55","1962"
"1821","36.784","6.555","1948"
"1822","3.269634","6.5588","1929"
"1823","79.965","6.579","1932"
"1824","'-1.61293","6.691205","1950"
"1825","'-1.472168","6.713709","1950"
"1826","80.059","6.714","1929"
"1827","81.24763","6.759823","1940"
"1828","79.90717","6.769966","1931"
"1829","3.92","6.83","1927"
"1830","79.876","6.84","1927"
"1831","79.907","6.883","1928"
"1832","80.5945","6.899672","1936"
"1833","31.31","6.9","1928"
"1834","79.848","6.927","1926"
"1835","80.658","6.94","1928"
"1836","80.207","6.95","1927"
"1837","79.922","7.021","1931"
"1838","80.573","7.148","1927"
"1839","3.35","7.159","1928"
"1840","80.637","7.284","1927"
"1841","81.635","7.363","1928"
"1842","99.52","7.406","1941"
"1843","80.218","7.427","1930"
"1844","80.624","7.468","1929"
"1845","80.35744","7.481283","1927"
"1846","80.68359","7.689217","1929"
"1847","80.65197","7.705463","1929"
"1848","77.542","8.084","1933"
"1849","41.761","8.222","1949"
"1850","80.122","8.223","1928"
"1851","'-80.54","8.241","1950"
"1852","80.383327","8.35","1936"
"1853","'-11.78","8.46","1950"
"1854","78.029","8.677","1932"
"1855","106.6055","8.703214","1931"
"1856","79.943","8.749","1928"
"1857","78.145","8.802","1927"
"1858","'-79.517082","9.002882","1950"
"1859","76.56336","9.020007","1905"
"1860","8.7","9.09","1926"
"1861","79.723","9.092","1929"
"1862","105.451","9.236","1971"
"1863","35.68952","9.272297","1949"
"1864","78.367","9.398","1956"
"1865","'-68.65631","9.413839","1962"
"1866","76.326","9.49","1940"
"1867","76.33301","9.501889","1939"
"1868","'-66.76666","9.503244","1939"
"1869","31.67","9.53","1950"
"1870","5.34","9.574","1931"
"1871","105.968","9.598","1963"
"1872","8.4375","9.622414","1934"
"1873","106.1664","9.632569","1949"
"1874","'-74.78067","9.634684","1928"
"1875","80.006","9.668","1928"
"1876","32.84912","9.838979","1950"
"1877","106.2466","9.874306","1963"
"1878","106.2458","9.875025","1963"
"1879","78.122","9.914","1933"
"1880","78.12344","9.926919","1929"
"1881","76.26572","9.940446","1939"
"1882","76.28462","9.967308","1950"
"1883","76.280418","9.970155","1927"
"1884","76.29868","9.987786","1940"
"1885","77.957","10.017","1928"
"1886","'-67.08801","10.03377","1939"
"1887","105.1028","10.04256","1967"
"1888","105.1041","10.04594","1949"
"1889","38.229","10.05","1949"
"1890","105.563051","10.089604","1933"
"1891","105.6771","10.1078","1960"
"1892","'-67.15565","10.13179","1956"
"1893","'-66.90957","10.16565","1928"
"1894","'-61.54","10.18","1931"
"1895","'-67.32971","10.21222","1939"
"1896","'-67.47871","10.22844","1961"
"1897","'-67.27624","10.23942","1961"
"1898","106.3758","10.24151","1973"
"1899","106.3762","10.24297","1928"
"1900","103.9993","10.26763","1951"
"1901","'-66.40686","10.2933","1952"
"1902","'-66.39038","10.2933","1951"
"1903","105.766","10.301","1964"
"1904","106.029","10.324","1950"
"1905","106.0309","10.33806","1971"
"1906","105.3826","10.359","1970"
"1907","106.0811","10.37035","1966"
"1908","106.3449","10.37098","1968"
"1909","105.438","10.382","1963"
"1910","106.1128","10.40408","1969"
"1911","106.2618","10.40881","1971"
"1912","106.352","10.413","1968"
"1913","106.6525","10.41759","1970"
"1914","107.1586","10.42704","1963"
"1915","'-66.903606","10.480594","1909"
"1916","'-66.90056","10.48241","1939"
"1917","107.268","10.483","1964"
"1918","107.168","10.49","1972"
"1919","107.1696","10.49777","1963"
"1920","105.5026","10.50714","1936"
"1921","105.5039","10.50802","1934"
"1922","107.207","10.521","1929"
"1923","108.933","10.533","1967"
"1924","106.5789","10.58599","1972"
"1925","107.0473","10.59312","1964"
"1926","'-66.946678","10.60129","1908"
"1927","104.182","10.606","1931"
"1928","105.0883","10.6849","1928"
"1929","105.0911","10.68895","1929"
"1930","105.12","10.707","1967"
"1931","106.7239","10.72327","1963"
"1932","106.530558","10.724242","1928"
"1933","106.6735","10.75243","1934"
"1934","106.6733","10.75264","1933"
"1935","106.6733","10.75268","1934"
"1936","105.9261","10.76856","1970"
"1937","79.807","10.7699","1926"
"1938","76.377","10.77","1905"
"1939","106.6847","10.77111","1971"
"1940","106.2625","10.77125","1963"
"1941","105.1184","10.77985","1963"
"1942","106.6357","10.78207","1964"
"1943","106.736","10.78289","1975"
"1944","76.65","10.78333","1904"
"1945","106.6606","10.78755","1966"
"1946","79.842","10.788","1954"
"1947","106.6463","10.7881","1963"
"1948","107.0391","10.79722","1965"
"1949","78.69507","10.79756","1933"
"1950","106.647","10.80093","1976"
"1951","78.699","10.803","1950"
"1952","108.0121","10.80498","1949"
"1953","106.6716","10.81227","1950"
"1954","106.6518","10.8124","1964"
"1955","106.6443","10.81712","1977"
"1956","108.0162","10.81982","1972"
"1957","106.7806","10.81999","1966"
"1958","106.7619","10.82496","1966"
"1959","106.5583","10.82993","1966"
"1960","106.6871","10.83326","1951"
"1961","105.1179","10.83836","1966"
"1962","106.6836","10.83864","1950"
"1963","106.7459","10.8559","1963"
"1964","106.4273","10.88591","1958"
"1965","106.9128","10.89063","1967"
"1966","105.1723","10.89299","1963"
"1967","106.2992","10.89341","1964"
"1968","106.6141","10.90074","1969"
"1969","106.7035","10.90681","1949"
"1970","106.3909","10.90816","1967"
"1971","106.3907","10.909","1969"
"1972","106.3907","10.90917","1969"
"1973","106.3916","10.90917","1970"
"1974","108.1009","10.92354","1963"
"1975","108.1304","10.93432","1971"
"1976","108.1149","10.93664","1963"
"1977","107.2286","10.93715","1961"
"1978","107.2314","10.93715","1963"
"1979","107.2362","10.94119","1961"
"1980","106.816664","10.95","1961"
"1981","108.089","10.95333","1949"
"1982","106.487","10.96967","1966"
"1983","107.1689","10.97085","1976"
"1984","106.9088","10.97355","1964"
"1985","108.2758","10.97894","1949"
"1986","108.039137","10.981702","1947"
"1987","104.7833","10.9833","1926"
"1988","104.8315","10.98434","1949"
"1989","108.2867","10.98568","1928"
"1990","106.448","10.99","1963"
"1991","76.96667","11","1903.045455"
"1992","76.971","11.005","1929"
"1993","106.6697","11.01467","1950"
"1994","106.427","11.01585","1963"
"1995","106.4278","11.01635","1963"
"1996","106.4905","11.03286","1927"
"1997","108.029938","11.033394","1949"
"1998","108.136","11.06938","1970"
"1999","105.801","11.08","1950"
"2000","99.3988","11.08678","1934"
"2001","106.155","11.111","1956"
"2002","106.8146","11.12451","1968"
"2003","108.0478","11.12451","1948"
"2004","106.6827","11.20535","1963"
"2005","'-60.7","11.23","1925"
"2006","107.632","11.236","1972"
"2007","75.76667","11.25","1903"
"2008","75.78032","11.25156","1928"
"2009","75.80635","11.25316","1939"
"2010","106.1466","11.25922","1962"
"2011","76.223","11.27","1929"
"2012","37.208","11.305","1954"
"2013","106.147","11.323","1949"
"2014","105.098","11.39926","1936"
"2015","106.7439","11.4378","1982"
"2016","78.489","11.44","1928"
"2017","108.8902","11.47132","1971"
"2018","105.324","11.484","1955"
"2019","108.0862","11.51771","1963"
"2020","98.959","11.533","1967"
"2021","107.7958","11.53789","1964"
"2022","104.8865","11.55942","1933"
"2023","108.995","11.563","1956"
"2024","104.913191","11.564736","1926"
"2025","104.9194","11.56614","1931"
"2026","104.9414","11.56614","1947"
"2027","108.9899","11.59036","1947"
"2028","108.9809","11.59843","1965"
"2029","79.48631","11.60976","1933"
"2030","79.48675","11.61029","1929"
"2031","78.159","11.655","1929"
"2032","108.924","11.663","1972"
"2033","106.5997","11.69124","1971"
"2034","108.1769","11.71679","1963"
"2035","75.977","11.735","1931"
"2036","79.763","11.752","1950"
"2037","99.78882","11.80956","1946"
"2038","106.978","11.824","1964"
"2039","75.362","11.855","1932"
"2040","107.363","11.907","1969"
"2041","79.837","11.933","1950"
"2042","99.73389","11.93723","1946"
"2043","108.442","11.945","1964"
"2044","108.4366","11.94963","1926"
"2045","109.1773","11.96527","1966"
"2046","105.4521","11.98559","1929"
"2047","107.6921","11.99768","1966"
"2048","107.69","12.006","1964"
"2049","109.0791","12.09438","1964"
"2050","23.20313","12.21118","1905"
"2051","109.1827","12.23857","1983"
"2052","109.203","12.243","1962"
"2053","109.102","12.246","1962"
"2054","109.1711","12.24742","1968"
"2055","109.1944","12.25337","1972"
"2056","109.1932","12.25511","1935"
"2057","109.0421","12.28298","1963"
"2058","76.646","12.303","1905"
"2059","76.64509","12.30545","1950"
"2060","76.64646","12.3078","1960"
"2061","75.78369","12.33195","1929"
"2062","75.8028329","12.36742072","1903"
"2063","109.0448","12.3722","1963"
"2064","'-85.513","12.381","1933"
"2065","99.98657","12.38494","1928"
"2066","99.9938","12.40539","1948"
"2067","109.28","12.449","1971"
"2068","'-87.15811","12.4502","1936"
"2069","77.787","12.525","1926"
"2070","109.1052","12.52641","1963"
"2071","103.928","12.534","1956"
"2072","'-16.751","12.575","1930"
"2073","43.41866","12.66094","1928"
"2074","108.0341","12.66647","1965"
"2075","78.61667","12.68333","1901"
"2076","79.973","12.693","1929"
"2077","39.206","12.703","1948"
"2078","109.2137","12.75555","1964"
"2079","45.0415","12.766245","1927"
"2080","'-14.511","12.774","1931"
"2081","108.2758","12.79037","1950"
"2082","109.351","12.808","1972"
"2083","'-15.589","12.821","1928"
"2084","74.843","12.869","1950"
"2085","121.78","12.88","1939"
"2086","75.28107","12.89213","1933"
"2087","77.61086","12.90069","1935"
"2088","80.21837","12.97426","1930"
"2089","77.588","12.975","1928"
"2090","77.59978","12.98143","1934"
"2091","75.246","12.983","1929"
"2092","76.095","13.007","1928"
"2093","80.22217","13.02864","1934"
"2094","80.101","13.043","1928"
"2095","80.25689","13.04532","1926"
"2096","80.09334","13.04562","1929"
"2097","80.24972","13.06008","1939"
"2098","80.25032","13.0605","1934"
"2099","80.248","13.062","1926"
"2100","80.22629","13.06744","1934"
"2101","109.3122","13.08157","1965"
"2102","80.28333","13.08333","1905"
"2103","108.881","13.099","1967"
"2104","109.1849","13.10356","1966"
"2105","78.136","13.136","1928"
"2106","109.0915","13.14635","1965"
"2107","108.6874","13.19625","1971"
"2108","'-59.527","13.202","1928"
"2109","79.095","13.211","1931"
"2110","39.771","13.212","1935"
"2111","77.911","13.219","1949"
"2112","79.586","13.318","1934"
"2113","33.876","13.319","1979"
"2114","77.095","13.339","1928"
"2115","108.4172","13.3482","1966"
"2116","108.469","13.361","1967"
"2117","103.864","13.369","1950"
"2118","76.58317285","13.37963668","1898"
"2119","103.9206","13.43468","1939"
"2120","'-15.33","13.44","1930"
"2121","99.9","13.5","1952"
"2122","2.116928","13.50983","1926"
"2123","'-12.859","13.538","1930"
"2124","76.006","13.551","1928"
"2125","100.6516","13.55989","1946"
"2126","109.211","13.579","1957"
"2127","6.42","13.604","1926"
"2128","108.627","13.686","1965"
"2129","100.6002","13.69889","1930"
"2130","100.4913","13.73449","1940"
"2131","100.4905","13.73459","1940"
"2132","100.5428","13.75539","1926"
"2133","100.5208","13.75673","1939"
"2134","100.5659","13.75746","1932"
"2135","100.6169","13.75806","1931"
"2136","109.1849","13.76206","1965"
"2137","109.233327","13.766664","1967"
"2138","100.4795","13.77177","1928"
"2139","100.5131","13.78103","1929"
"2140","100.5444","13.78107","1948"
"2141","'-16.76","13.81","1930"
"2142","'-15.423","13.831","1927"
"2143","98.263","13.853","1931"
"2144","108.2098","13.88608","1982"
"2145","'-15.779","13.897","1932"
"2146","98.65723","13.91274","1931"
"2147","99.76869","13.9177","1933"
"2148","75.57","13.922","1928"
"2149","'-15.79559","13.9314","1930"
"2150","100.1184","13.94473","1929"
"2151","108.016673","13.95","1979"
"2152","100.0937","13.96072","1949"
"2153","'-12.216","13.963","1932"
"2154","108.001","13.976","1967"
"2155","99.5167","14.0333","1931"
"2156","101.378","14.049","1928"
"2157","75.212","14.071","1929"
"2158","98.202","14.084","1951"
"2159","79.3226567","14.09055599","1897"
"2160","108.9294","14.09928","1968"
"2161","108.9514","14.12059","1965"
"2162","'-16.096","14.143","1930"
"2163","79.846","14.144","1933"
"2164","101.216","14.2","1950"
"2165","'-15.091","14.234","1928"
"2166","74.645","14.242","1929"
"2167","39.15","14.279","1954"
"2168","99.4043","14.28035","1932"
"2169","108.015","14.35","1969"
"2170","99.36035","14.36019","1931"
"2171","'-12.365","14.386","1929"
"2172","'-16.97","14.42","1929"
"2173","'-16.964","14.422","1929"
"2174","99.31091","14.42936","1933"
"2175","79.986","14.45","1932"
"2176","78.821","14.47","1938"
"2177","'-14.48","14.5","1905"
"2178","100.0085","14.50914","1948"
"2179","120.8936","14.51978","1950"
"2180","'-16.732","14.545","1931"
"2181","100.9891","14.57295","1928"
"2182","120.966945","14.6167","1927"
"2183","75.49805","14.62611","1994"
"2184","'-90.4985","14.63275","1950"
"2185","121.0115","14.63325","1933"
"2186","'-16.234","14.653","1929"
"2187","'-17.44","14.67","1929"
"2188","'-17.43","14.67","1928"
"2189","'-17.4","14.67","1944"
"2190","'-17.44904","14.68241","1929"
"2191","'-17.452","14.687","1927"
"2192","'-17.27119","14.71487","1930"
"2193","'-17.271","14.716","1928"
"2194","'-17.49","14.72","1929"
"2195","109.032","14.722","1970"
"2196","'-17.49221","14.72334","1929"
"2197","'-17.49","14.73","1931"
"2198","'-17.48337","14.74733","1929"
"2199","'-17.48285","14.74749","1929"
"2200","'-17.13","14.75","1928"
"2201","'-17.37329","14.75745","1929"
"2202","'-17.37","14.76","1926"
"2203","'-17.36","14.76","1931"
"2204","'-17.42","14.77","1931"
"2205","'-17.06","14.77","1940"
"2206","'-17.42243","14.77272","1931"
"2207","103.6945","14.78019","1930"
"2208","'-16.92","14.79","1927"
"2209","'-16.924","14.805","1929"
"2210","'-17.13","14.83","1931"
"2211","'-16.83","14.87","1927"
"2212","'-16.82","14.87","1926"
"2213","100.401","14.887","1941"
"2214","'-17.12","14.92","1931"
"2215","'-15.063","14.933","1932"
"2216","102.019","14.93948","1948"
"2217","'-16.81543","14.94993","1926"
"2218","'-16.81","14.95","1928"
"2219","102.0324","14.95293","1930"
"2220","102.0324","14.95384","1929"
"2221","'-16.819","14.957","1929"
"2222","102.102","14.969","1946"
"2223","108.7894","14.99188","1967"
"2224","100.321","15.011","1940"
"2225","102.1277","15.01588","1929"
"2226","108.6987","15.01907","1966"
"2227","108.6548","15.04295","1967"
"2228","104.3234","15.10395","1929"
"2229","108.812","15.124","1965"
"2230","'-15.427","15.129","1929"
"2231","76.919","15.139","1928"
"2232","'-16.886","15.141","1942"
"2233","100.86","15.14107","1949"
"2234","74.14175","15.14637","1929"
"2235","74.14227","15.1472","1929"
"2236","76.93333","15.15","1901"
"2237","100.126","15.179","1949"
"2238","'-15.876","15.18","1929"
"2239","39.81","15.18","1950"
"2240","44.49085","15.1921","1927"
"2241","104.857","15.239","1948"
"2242","'-16.37","15.32","1929"
"2243","74.24904","15.34313","1934"
"2244","108.8364","15.34578","1976"
"2245","44.17877","15.37689","1952"
"2246","73.789","15.408","1931"
"2247","75.008","15.451","1928"
"2248","108.69","15.459","1967"
"2249","'-16.21","15.51","1933"
"2250","108.495","15.565","1963"
