#Coverage	Number of genomic locations
0.0	300048.0
1.0	73060.0
2.0	108696.0
3.0	150164.0
4.0	190183.0
5.0	227228.0
6.0	258791.0
7.0	280537.0
8.0	293936.0
9.0	295981.0
10.0	292312.0
11.0	278015.0
12.0	261796.0
13.0	243486.0
14.0	218866.0
15.0	196390.0
16.0	174900.0
17.0	152111.0
18.0	132020.0
19.0	113464.0
20.0	96077.0
21.0	81771.0
22.0	68220.0
23.0	55869.0
24.0	46387.0
25.0	38310.0
26.0	30880.0
27.0	25181.0
28.0	20676.0
29.0	16392.0
30.0	13474.0
31.0	11119.0
32.0	9139.0
33.0	7651.0
34.0	6771.0
35.0	5726.0
36.0	4715.0
37.0	4226.0
38.0	3817.0
39.0	3365.0
40.0	2935.0
41.0	2582.0
42.0	2417.0
43.0	2242.0
44.0	2007.0
45.0	1882.0
46.0	1749.0
47.0	1649.0
48.0	1525.0
49.0	1377.0
50.0	1332.0
51.0	1211.0
52.0	1180.0
53.0	1069.0
54.0	1027.0
55.0	1000.0
56.0	853.0
57.0	849.0
58.0	776.0
59.0	714.0
60.0	682.0
61.0	673.0
62.0	592.0
63.0	568.0
64.0	503.0
65.0	465.0
66.0	435.0
67.0	362.0
68.0	334.0
69.0	286.0
70.0	249.0
71.0	226.0
72.0	254.0
73.0	182.0
74.0	189.0
75.0	154.0
76.0	144.0
77.0	123.0
78.0	98.0
79.0	97.0
80.0	101.0
81.0	71.0
82.0	68.0
83.0	81.0
84.0	65.0
85.0	71.0
86.0	65.0
87.0	56.0
88.0	47.0
89.0	50.0
90.0	39.0
91.0	38.0
92.0	48.0
93.0	51.0
94.0	33.0
95.0	35.0
96.0	19.0
97.0	32.0
98.0	27.0
99.0	16.0
100.0	17.0
101.0	11.0
102.0	14.0
103.0	12.0
104.0	8.0
105.0	5.0
106.0	3.0
107.0	5.0
108.0	4.0
109.0	3.0
110.0	4.0
111.0	2.0
112.0	8.0
114.0	2.0
115.0	2.0
