#Coverage	Number of genomic locations
0.0	261187.0
1.0	1938.0
2.0	7749.0
3.0	5190.0
4.0	8262.0
5.0	5185.0
6.0	7935.0
7.0	5332.0
8.0	8378.0
9.0	5756.0
10.0	8519.0
11.0	5615.0
12.0	9398.0
13.0	6685.0
14.0	9919.0
15.0	7228.0
16.0	11828.0
17.0	10182.0
18.0	25827.0
19.0	25071.0
20.0	4385959.0
21.0	2992.0
22.0	612.0
23.0	254.0
24.0	566.0
25.0	578.0
26.0	297.0
27.0	213.0
28.0	456.0
29.0	103.0
30.0	133.0
31.0	49.0
32.0	74.0
33.0	69.0
34.0	12.0
35.0	2.0
36.0	4.0
37.0	2.0
38.0	23.0
39.0	10.0
40.0	32.0
41.0	4.0
42.0	4.0
43.0	2.0
44.0	12.0
45.0	6.0
46.0	22.0
47.0	4.0
48.0	4.0
49.0	2.0
50.0	21.0
51.0	4.0
52.0	19.0
53.0	4.0
54.0	16.0
55.0	3.0
56.0	4.0
57.0	4.0
58.0	5.0
59.0	6.0
60.0	20.0
61.0	8.0
62.0	7.0
63.0	16.0
64.0	34.0
