#Coverage	Number of genomic locations
0.0	210021.0
1.0	2471.0
2.0	7462.0
3.0	2701.0
4.0	7853.0
5.0	2840.0
6.0	8446.0
7.0	2961.0
8.0	8601.0
9.0	3131.0
10.0	9162.0
11.0	3293.0
12.0	9703.0
13.0	3659.0
14.0	9954.0
15.0	4118.0
16.0	12844.0
17.0	4812.0
18.0	19961.0
19.0	12960.0
20.0	4384281.0
21.0	751.0
22.0	825.0
23.0	555.0
24.0	932.0
25.0	438.0
26.0	534.0
27.0	300.0
28.0	580.0
29.0	401.0
30.0	19560.0
31.0	470.0
32.0	996.0
33.0	576.0
34.0	455.0
35.0	309.0
36.0	571.0
37.0	297.0
38.0	398.0
39.0	1074.0
40.0	62902.0
41.0	85.0
42.0	65.0
43.0	67.0
44.0	88.0
45.0	67.0
46.0	65.0
47.0	166.0
48.0	90.0
49.0	103.0
50.0	235.0
51.0	222.0
52.0	162.0
53.0	294.0
54.0	123.0
55.0	170.0
56.0	105.0
57.0	155.0
58.0	318.0
59.0	451.0
60.0	2372.0
61.0	46.0
62.0	2.0
63.0	4.0
64.0	21.0
65.0	2.0
66.0	5.0
67.0	2.0
68.0	31.0
69.0	2.0
70.0	7.0
71.0	3.0
72.0	17.0
73.0	7.0
74.0	3.0
75.0	4.0
76.0	12.0
77.0	28.0
78.0	9.0
79.0	24.0
80.0	4.0
81.0	31.0
82.0	7.0
83.0	7.0
84.0	5.0
85.0	11.0
