#Mapping quality	mapping quality
30.0	541.0
31.0	78.0
32.0	414.0
33.0	175.0
34.0	701.0
35.0	895.0
36.0	2295.0
37.0	629.0
38.0	498.0
39.0	533.0
40.0	913.0
41.0	1008.0
42.0	1207.0
43.0	1053.0
44.0	1715.0
45.0	1346.0
46.0	1493.0
47.0	1600.0
48.0	1814.0
49.0	2348.0
50.0	2504.0
51.0	2229.0
52.0	4031.0
53.0	3748.0
54.0	5183.0
55.0	5906.0
56.0	10571.0
57.0	16343.0
58.0	25085.0
59.0	21336.0
60.0	4435636.0
