#Coverage (X)	Coverage
1.0	94.28498371069111
2.0	94.19340746254287
3.0	94.0812922955244
4.0	93.98992309292929
5.0	93.88012683610584
6.0	93.7763556048784
7.0	93.65674538883673
8.0	93.54297385739324
9.0	93.4195332986187
10.0	93.32013072856225
11.0	93.19486816892018
12.0	93.08443007088205
13.0	92.95314248564398
14.0	92.8411722505127
15.0	92.70936705139181
16.0	92.59420831474237
17.0	92.43486605705554
18.0	92.30140449350964
19.0	92.1038209221602
20.0	91.85035575602166
21.0	0.2072318941251723
22.0	0.18797665768433092
23.0	0.17779001647046755
24.0	0.16652673838034104
25.0	0.15435245985645452
26.0	0.14549091018260185
27.0	0.1353456780793607
28.0	0.12520044597611957
29.0	0.11869921560791852
30.0	0.11207375790783658
31.0	0.10766368762622847
32.0	0.10375052667211548
33.0	0.09834663773548868
34.0	0.09424713578356148
35.0	0.09000270194445648
36.0	0.08753885986223509
37.0	0.08285963036155408
38.0	0.08091340216215315
39.0	0.0674140320982417
40.0	0.06209296138287357
41.0	7.867731018649238E-4
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
