#Coverage	Number of genomic locations
0.0	256186.0
1.0	1134.0
2.0	6833.0
3.0	4794.0
4.0	6794.0
5.0	5006.0
6.0	7026.0
7.0	5559.0
8.0	7583.0
9.0	5742.0
10.0	8668.0
11.0	5820.0
12.0	8256.0
13.0	6244.0
14.0	8362.0
15.0	6787.0
16.0	10578.0
17.0	9204.0
18.0	21162.0
19.0	18157.0
20.0	4414051.0
21.0	3993.0
22.0	406.0
23.0	375.0
24.0	170.0
25.0	65.0
26.0	103.0
27.0	96.0
28.0	43.0
29.0	92.0
30.0	127.0
31.0	53.0
32.0	70.0
33.0	82.0
34.0	5.0
35.0	8.0
36.0	19.0
37.0	1.0
38.0	1.0
39.0	17.0
40.0	13.0
41.0	2.0
42.0	7.0
43.0	23.0
44.0	38.0
45.0	27.0
46.0	6.0
47.0	45.0
48.0	9.0
49.0	13.0
