#Coverage	Number of genomic locations
0.0	390929.0
1.0	88997.0
2.0	84829.0
3.0	91773.0
4.0	99062.0
5.0	108762.0
6.0	118495.0
7.0	129599.0
8.0	139191.0
9.0	150239.0
10.0	159620.0
11.0	167854.0
12.0	174702.0
13.0	181239.0
14.0	185796.0
15.0	186863.0
16.0	188156.0
17.0	185806.0
18.0	182201.0
19.0	176891.0
20.0	171256.0
21.0	162235.0
22.0	152050.0
23.0	142174.0
24.0	131119.0
25.0	119140.0
26.0	108122.0
27.0	97403.0
28.0	86952.0
29.0	76278.0
30.0	65524.0
31.0	55474.0
32.0	46887.0
33.0	38970.0
34.0	32301.0
35.0	27012.0
36.0	22310.0
37.0	18431.0
38.0	15106.0
39.0	12653.0
40.0	10294.0
41.0	8318.0
42.0	6778.0
43.0	5354.0
44.0	4409.0
45.0	3829.0
46.0	3166.0
47.0	2437.0
48.0	2030.0
49.0	1802.0
50.0	1550.0
51.0	1117.0
52.0	995.0
53.0	850.0
54.0	783.0
55.0	612.0
56.0	527.0
57.0	432.0
58.0	341.0
59.0	288.0
60.0	275.0
61.0	237.0
62.0	217.0
63.0	144.0
64.0	135.0
65.0	86.0
66.0	68.0
67.0	49.0
68.0	44.0
69.0	46.0
70.0	50.0
71.0	36.0
72.0	26.0
73.0	30.0
74.0	17.0
75.0	15.0
76.0	13.0
77.0	12.0
78.0	20.0
79.0	9.0
80.0	5.0
81.0	2.0
82.0	5.0
83.0	1.0
