#Mapping quality	mapping quality
30.0	361.0
31.0	62.0
32.0	339.0
33.0	90.0
34.0	848.0
35.0	571.0
36.0	980.0
37.0	253.0
38.0	440.0
39.0	406.0
40.0	731.0
41.0	450.0
42.0	565.0
43.0	667.0
44.0	1090.0
45.0	789.0
46.0	987.0
47.0	1112.0
48.0	1680.0
49.0	1550.0
50.0	2090.0
51.0	1965.0
52.0	2095.0
53.0	1727.0
54.0	3167.0
55.0	3211.0
56.0	5807.0
57.0	8568.0
58.0	11452.0
59.0	9421.0
60.0	4392183.0
