#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	1.1319900384876613E-5
18.0	1.1319900384876613E-5
19.0	3.395970115462984E-5
20.0	1.0187910346388952E-4
21.0	2.03758206927779E-4
22.0	1.3583880461851932E-4
23.0	2.829975096219153E-4
24.0	4.188363142404347E-4
25.0	8.603124292506225E-4
26.0	0.0012112293411817975
27.0	0.0019130631650441476
28.0	0.002241340276205569
29.0	0.002988453701607426
30.0	0.003905365632782431
31.0	0.00424496264432873
32.0	0.005127914874349105
33.0	0.006814580031695721
34.0	0.007210776545166403
35.0	0.008071088974417025
36.0	0.010040751641385556
37.0	0.011467059089880008
38.0	0.013606520262621687
39.0	0.015779941136518
40.0	0.018632556033506907
41.0	0.022402082861670822
42.0	0.02688476341408196
43.0	0.030642970341860993
44.0	0.040627122481322164
45.0	0.04697758659723794
46.0	0.05648630292053429
47.0	0.0651460267149649
48.0	0.07156441023318995
49.0	0.0772017206248585
50.0	0.08065429024224588
51.0	0.08239755490151687
52.0	0.06319900384876613
53.0	0.06002943174100067
54.0	0.04798505773149196
55.0	0.03690287525469776
56.0	0.026216889291374237
57.0	0.018383518225039617
58.0	0.011353860086031243
59.0	0.007233416345936155
60.0	0.004392121349332125
61.0	0.003169572107765452
62.0	0.002128141272356804
63.0	0.001324428345030564
64.0	6.565542223228436E-4
65.0	4.1883631424043463E-4
66.0	2.03758206927779E-4
67.0	5.659950192438306E-5
68.0	2.2639800769753225E-5
69.0	2.2639800769753225E-5
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
