#Coverage	Number of genomic locations
0.0	374198.0
1.0	1694.0
2.0	5398.0
3.0	3972.0
4.0	5657.0
5.0	4592.0
6.0	6037.0
7.0	4762.0
8.0	6376.0
9.0	4464.0
10.0	6347.0
11.0	4824.0
12.0	6581.0
13.0	4815.0
14.0	7336.0
15.0	4783.0
16.0	7225.0
17.0	5265.0
18.0	9701.0
19.0	8035.0
20.0	4343367.0
21.0	2995.0
22.0	252.0
23.0	141.0
24.0	133.0
25.0	219.0
26.0	166.0
27.0	294.0
28.0	80.0
29.0	102.0
30.0	24.0
31.0	20.0
