#Coverage (X)	Coverage
1.0	92.2523968110844
2.0	92.21732329438461
3.0	92.10556010480646
4.0	92.02332161110427
5.0	91.9061959417001
6.0	91.81112062370403
7.0	91.68612722328103
8.0	91.58753213088177
9.0	91.45551988620777
10.0	91.3630947512917
11.0	91.23168293872176
12.0	91.13180416389312
13.0	90.99554748538
14.0	90.89585505154916
15.0	90.74396643377493
16.0	90.6449365457141
17.0	90.49534613357957
18.0	90.38633664985801
19.0	90.18548175876916
20.0	90.0191206568313
21.0	0.0916383618141623
22.0	0.029628218652518967
23.0	0.024410670713706395
24.0	0.0214913284146121
25.0	0.018737622558020917
26.0	0.014203324944531914
27.0	0.010766368762617162
28.0	0.004679229500666793
29.0	0.003022865075649861
30.0	9.110004337458122E-4
31.0	4.140911062364694E-4
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
