#Coverage	Number of genomic locations
0.0	353474.0
1.0	2272.0
2.0	8011.0
3.0	5057.0
4.0	8212.0
5.0	5294.0
6.0	7852.0
7.0	5249.0
8.0	8200.0
9.0	5735.0
10.0	9639.0
11.0	6026.0
12.0	9349.0
13.0	6480.0
14.0	10908.0
15.0	7354.0
16.0	12596.0
17.0	10507.0
18.0	32267.0
19.0	23477.0
20.0	4287151.0
21.0	2357.0
22.0	403.0
23.0	149.0
24.0	246.0
25.0	129.0
26.0	104.0
27.0	156.0
28.0	122.0
29.0	61.0
30.0	44.0
31.0	33.0
32.0	16.0
33.0	27.0
34.0	22.0
35.0	25.0
36.0	21.0
37.0	26.0
38.0	31.0
39.0	124.0
40.0	234.0
41.0	16.0
42.0	10.0
43.0	32.0
44.0	11.0
45.0	14.0
46.0	23.0
47.0	34.0
48.0	2.0
49.0	1.0
50.0	5.0
51.0	5.0
53.0	7.0
54.0	14.0
55.0	3.0
56.0	5.0
57.0	5.0
58.0	1.0
59.0	2.0
60.0	4.0
61.0	8.0
62.0	6.0
63.0	1.0
64.0	17.0
65.0	18.0
66.0	5.0
67.0	7.0
68.0	4.0
69.0	15.0
70.0	18.0
71.0	6.0
72.0	8.0
73.0	34.0
74.0	35.0
75.0	15.0
76.0	2.0
77.0	6.0
78.0	14.0
79.0	2.0
