#Coverage	Number of genomic locations
0.0	354824.0
1.0	1173.0
2.0	10855.0
3.0	8748.0
4.0	10863.0
5.0	9101.0
6.0	11322.0
7.0	8977.0
8.0	12027.0
9.0	8979.0
10.0	11447.0
11.0	9146.0
12.0	12241.0
13.0	9260.0
14.0	13018.0
15.0	9312.0
16.0	13706.0
17.0	11400.0
18.0	24193.0
19.0	17736.0
20.0	4249817.0
21.0	7034.0
22.0	1687.0
23.0	419.0
24.0	289.0
25.0	166.0
26.0	670.0
27.0	154.0
28.0	137.0
29.0	122.0
30.0	191.0
31.0	208.0
32.0	100.0
33.0	144.0
34.0	36.0
35.0	47.0
36.0	12.0
37.0	18.0
38.0	2.0
39.0	18.0
40.0	66.0
41.0	24.0
42.0	7.0
43.0	27.0
44.0	6.0
45.0	10.0
46.0	7.0
47.0	35.0
48.0	12.0
49.0	2.0
50.0	36.0
51.0	18.0
52.0	6.0
