#Coverage	Number of genomic locations
0.0	242234.0
1.0	1033.0
2.0	6491.0
3.0	4743.0
4.0	6177.0
5.0	4760.0
6.0	6606.0
7.0	4879.0
8.0	6707.0
9.0	5030.0
10.0	7149.0
11.0	5439.0
12.0	7795.0
13.0	5133.0
14.0	7821.0
15.0	6551.0
16.0	11467.0
17.0	8523.0
18.0	21059.0
19.0	14547.0
20.0	4439912.0
21.0	3395.0
22.0	684.0
23.0	91.0
24.0	321.0
25.0	225.0
26.0	139.0
27.0	24.0
28.0	67.0
29.0	57.0
30.0	66.0
31.0	49.0
32.0	105.0
33.0	97.0
34.0	177.0
35.0	31.0
36.0	38.0
37.0	16.0
38.0	19.0
39.0	12.0
40.0	28.0
41.0	27.0
42.0	50.0
43.0	53.0
44.0	28.0
