#Coverage	Number of genomic locations
0.0	269424.0
1.0	1057.0
2.0	9105.0
3.0	7409.0
4.0	9149.0
5.0	7295.0
6.0	9241.0
7.0	7324.0
8.0	8797.0
9.0	7514.0
10.0	9405.0
11.0	7685.0
12.0	9055.0
13.0	7762.0
14.0	10723.0
15.0	8140.0
16.0	11725.0
17.0	10421.0
18.0	16406.0
19.0	16372.0
20.0	4377698.0
21.0	5232.0
22.0	1008.0
23.0	187.0
24.0	283.0
25.0	123.0
26.0	233.0
27.0	80.0
28.0	107.0
29.0	80.0
30.0	104.0
31.0	93.0
32.0	166.0
33.0	62.0
34.0	56.0
35.0	34.0
36.0	25.0
37.0	4.0
38.0	35.0
39.0	11.0
40.0	221.0
41.0	4.0
