#Coverage	Number of genomic locations
0.0	274323.0
1.0	1509.0
2.0	6058.0
3.0	4381.0
4.0	6358.0
5.0	4658.0
6.0	6650.0
7.0	4891.0
8.0	7068.0
9.0	4766.0
10.0	7562.0
11.0	5219.0
12.0	8162.0
13.0	5119.0
14.0	8023.0
15.0	6461.0
16.0	10712.0
17.0	8234.0
18.0	18450.0
19.0	17073.0
20.0	4408716.0
21.0	3441.0
22.0	253.0
23.0	451.0
24.0	145.0
25.0	377.0
26.0	64.0
27.0	120.0
28.0	55.0
29.0	89.0
30.0	64.0
31.0	70.0
32.0	68.0
33.0	66.0
34.0	15.0
35.0	19.0
36.0	18.0
37.0	33.0
38.0	13.0
39.0	32.0
40.0	2.0
41.0	21.0
42.0	4.0
43.0	28.0
44.0	2.0
45.0	12.0
