#Coverage	Number of genomic locations
0.0	234492.0
1.0	14382.0
2.0	12187.0
3.0	10697.0
4.0	10617.0
5.0	10664.0
6.0	10922.0
7.0	11485.0
8.0	11927.0
9.0	12420.0
10.0	12980.0
11.0	14170.0
12.0	15217.0
13.0	15582.0
14.0	16265.0
15.0	17785.0
16.0	18952.0
17.0	20356.0
18.0	20984.0
19.0	23081.0
20.0	24037.0
21.0	25494.0
22.0	27540.0
23.0	29189.0
24.0	31257.0
25.0	33559.0
26.0	35377.0
27.0	37894.0
28.0	40277.0
29.0	42667.0
30.0	44998.0
31.0	48958.0
32.0	51523.0
33.0	54444.0
34.0	57104.0
35.0	59704.0
36.0	62334.0
37.0	65177.0
38.0	67421.0
39.0	70877.0
40.0	73915.0
41.0	77032.0
42.0	78539.0
43.0	81369.0
44.0	83963.0
45.0	85392.0
46.0	87177.0
47.0	89157.0
48.0	90747.0
49.0	91790.0
50.0	92559.0
51.0	93175.0
52.0	92475.0
53.0	93830.0
54.0	93671.0
55.0	93564.0
56.0	92721.0
57.0	92633.0
58.0	91157.0
59.0	89478.0
60.0	87902.0
61.0	85502.0
62.0	83321.0
63.0	81387.0
64.0	78768.0
65.0	76313.0
66.0	73402.0
67.0	70434.0
68.0	67869.0
69.0	65341.0
70.0	61834.0
71.0	58059.0
72.0	55262.0
73.0	52657.0
74.0	49078.0
75.0	46287.0
76.0	43171.0
77.0	40414.0
78.0	37686.0
79.0	35437.0
80.0	33096.0
81.0	30448.0
82.0	27925.0
83.0	25652.0
84.0	23203.0
85.0	21451.0
86.0	19350.0
87.0	17728.0
88.0	16210.0
89.0	14659.0
90.0	13537.0
91.0	12114.0
92.0	10958.0
93.0	9767.0
94.0	8684.0
95.0	8162.0
96.0	7097.0
97.0	6433.0
98.0	5840.0
99.0	5433.0
100.0	4894.0
101.0	4446.0
102.0	4073.0
103.0	3733.0
104.0	3226.0
105.0	2960.0
106.0	2732.0
107.0	2530.0
108.0	2289.0
109.0	2189.0
110.0	2101.0
111.0	1837.0
112.0	1807.0
113.0	1714.0
114.0	1559.0
115.0	1389.0
116.0	1360.0
117.0	1293.0
118.0	1215.0
119.0	1239.0
120.0	1143.0
121.0	1080.0
122.0	1015.0
123.0	1017.0
124.0	990.0
125.0	1014.0
126.0	908.0
127.0	975.0
128.0	882.0
129.0	840.0
130.0	864.0
131.0	778.0
132.0	786.0
133.0	686.0
134.0	678.0
135.0	575.0
136.0	508.0
137.0	547.0
138.0	533.0
139.0	465.0
140.0	510.0
141.0	440.0
142.0	425.0
143.0	348.0
144.0	312.0
145.0	233.0
146.0	215.0
147.0	195.0
148.0	197.0
149.0	154.0
150.0	176.0
151.0	154.0
152.0	139.0
153.0	93.0
154.0	93.0
155.0	87.0
156.0	76.0
157.0	91.0
158.0	71.0
159.0	89.0
160.0	81.0
161.0	75.0
162.0	54.0
163.0	45.0
164.0	41.0
165.0	47.0
166.0	39.0
167.0	45.0
168.0	34.0
169.0	40.0
170.0	47.0
171.0	34.0
172.0	66.0
173.0	61.0
174.0	71.0
175.0	78.0
176.0	56.0
177.0	75.0
178.0	63.0
179.0	78.0
180.0	96.0
181.0	94.0
182.0	77.0
183.0	69.0
184.0	77.0
185.0	74.0
186.0	67.0
187.0	88.0
188.0	84.0
189.0	92.0
190.0	74.0
191.0	67.0
192.0	94.0
193.0	85.0
194.0	69.0
195.0	66.0
196.0	89.0
197.0	80.0
198.0	73.0
199.0	79.0
200.0	89.0
201.0	87.0
202.0	75.0
203.0	89.0
204.0	84.0
205.0	70.0
206.0	59.0
207.0	33.0
208.0	45.0
209.0	48.0
210.0	39.0
211.0	35.0
212.0	50.0
213.0	41.0
214.0	28.0
215.0	17.0
216.0	15.0
217.0	16.0
218.0	15.0
219.0	6.0
220.0	4.0
221.0	1.0
222.0	1.0
223.0	3.0
224.0	1.0
225.0	1.0
