#Coverage	Number of genomic locations
0.0	219147.0
1.0	4964.0
2.0	5388.0
3.0	5066.0
4.0	5551.0
5.0	5490.0
6.0	5759.0
7.0	5938.0
8.0	5853.0
9.0	5410.0
10.0	6317.0
11.0	6046.0
12.0	6637.0
13.0	6420.0
14.0	6974.0
15.0	8806.0
16.0	9579.0
17.0	9483.0
18.0	17463.0
19.0	21768.0
20.0	4454209.0
21.0	889.0
22.0	387.0
23.0	310.0
24.0	576.0
25.0	179.0
26.0	427.0
27.0	216.0
28.0	376.0
29.0	329.0
30.0	387.0
31.0	209.0
32.0	301.0
33.0	174.0
34.0	221.0
35.0	74.0
36.0	191.0
37.0	76.0
38.0	167.0
39.0	72.0
40.0	1530.0
41.0	7.0
42.0	18.0
43.0	48.0
44.0	3.0
45.0	6.0
46.0	4.0
47.0	17.0
48.0	9.0
49.0	10.0
50.0	11.0
51.0	15.0
52.0	2.0
53.0	7.0
54.0	7.0
55.0	24.0
56.0	28.0
57.0	6.0
58.0	4.0
59.0	7.0
60.0	4.0
61.0	7.0
62.0	2.0
63.0	2.0
64.0	8.0
65.0	5.0
66.0	2.0
67.0	6.0
68.0	2.0
69.0	13.0
70.0	6.0
71.0	13.0
72.0	2.0
73.0	14.0
74.0	2.0
75.0	18.0
76.0	3.0
77.0	15.0
78.0	10.0
79.0	2.0
80.0	13.0
81.0	9.0
82.0	19.0
83.0	36.0
84.0	14.0
85.0	6.0
86.0	14.0
87.0	7.0
88.0	9.0
