#Coverage	Number of genomic locations
0.0	273234.0
1.0	11467.0
2.0	8175.0
3.0	7453.0
4.0	6807.0
5.0	6509.0
6.0	6161.0
7.0	6313.0
8.0	6098.0
9.0	6240.0
10.0	6477.0
11.0	6696.0
12.0	6402.0
13.0	6837.0
14.0	7036.0
15.0	6826.0
16.0	7038.0
17.0	7077.0
18.0	7322.0
19.0	7919.0
20.0	7990.0
21.0	8077.0
22.0	8386.0
23.0	8552.0
24.0	8814.0
25.0	9023.0
26.0	9890.0
27.0	9818.0
28.0	10577.0
29.0	10912.0
30.0	11388.0
31.0	12040.0
32.0	12431.0
33.0	12844.0
34.0	13006.0
35.0	14336.0
36.0	14830.0
37.0	15361.0
38.0	16224.0
39.0	16427.0
40.0	17139.0
41.0	18010.0
42.0	18665.0
43.0	19333.0
44.0	20052.0
45.0	20543.0
46.0	21395.0
47.0	21962.0
48.0	23188.0
49.0	24094.0
50.0	24621.0
51.0	26162.0
52.0	26978.0
53.0	28014.0
54.0	28590.0
55.0	29511.0
56.0	30213.0
57.0	31536.0
58.0	32603.0
59.0	33768.0
60.0	35638.0
61.0	37035.0
62.0	37578.0
63.0	39315.0
64.0	40404.0
65.0	41019.0
66.0	42034.0
67.0	43627.0
68.0	44993.0
69.0	45638.0
70.0	46760.0
71.0	48121.0
72.0	49344.0
73.0	50067.0
74.0	50760.0
75.0	52412.0
76.0	54055.0
77.0	54397.0
78.0	54312.0
79.0	55702.0
80.0	56812.0
81.0	57792.0
82.0	58161.0
83.0	59341.0
84.0	59500.0
85.0	60311.0
86.0	61390.0
87.0	61179.0
88.0	62396.0
89.0	62899.0
90.0	63966.0
91.0	63690.0
92.0	64241.0
93.0	64430.0
94.0	63659.0
95.0	63391.0
96.0	62828.0
97.0	63077.0
98.0	62439.0
99.0	61551.0
100.0	61161.0
101.0	60498.0
102.0	59418.0
103.0	58465.0
104.0	56815.0
105.0	56031.0
106.0	55533.0
107.0	55041.0
108.0	53173.0
109.0	52142.0
110.0	50800.0
111.0	49468.0
112.0	47662.0
113.0	46013.0
114.0	44671.0
115.0	43236.0
116.0	41267.0
117.0	39548.0
118.0	37754.0
119.0	36181.0
120.0	34363.0
121.0	32767.0
122.0	31478.0
123.0	30428.0
124.0	28745.0
125.0	27164.0
126.0	25292.0
127.0	24012.0
128.0	22315.0
129.0	20861.0
130.0	19442.0
131.0	18260.0
132.0	16651.0
133.0	15486.0
134.0	14106.0
135.0	13104.0
136.0	11835.0
137.0	10831.0
138.0	10140.0
139.0	9060.0
140.0	8342.0
141.0	7497.0
142.0	6843.0
143.0	6082.0
144.0	5577.0
145.0	4999.0
146.0	4639.0
147.0	4211.0
148.0	3713.0
149.0	3392.0
150.0	3007.0
151.0	2736.0
152.0	2592.0
153.0	2439.0
154.0	2171.0
155.0	2009.0
156.0	1873.0
157.0	1749.0
158.0	1683.0
159.0	1475.0
160.0	1501.0
161.0	1452.0
162.0	1367.0
163.0	1332.0
164.0	1211.0
165.0	1185.0
166.0	1072.0
167.0	1019.0
168.0	875.0
169.0	917.0
170.0	882.0
171.0	825.0
172.0	852.0
173.0	793.0
174.0	783.0
175.0	752.0
176.0	874.0
177.0	817.0
178.0	793.0
179.0	808.0
180.0	824.0
181.0	866.0
182.0	833.0
183.0	846.0
184.0	718.0
185.0	739.0
186.0	727.0
187.0	754.0
188.0	673.0
189.0	621.0
190.0	586.0
191.0	555.0
192.0	592.0
193.0	564.0
194.0	561.0
195.0	567.0
196.0	592.0
197.0	511.0
198.0	455.0
199.0	404.0
200.0	469.0
201.0	471.0
202.0	424.0
203.0	305.0
204.0	303.0
205.0	271.0
206.0	274.0
207.0	251.0
208.0	255.0
209.0	215.0
210.0	204.0
211.0	207.0
212.0	189.0
213.0	180.0
214.0	148.0
215.0	132.0
216.0	136.0
217.0	108.0
218.0	113.0
219.0	108.0
220.0	102.0
221.0	97.0
222.0	91.0
223.0	77.0
224.0	93.0
225.0	81.0
226.0	97.0
227.0	84.0
228.0	71.0
229.0	67.0
230.0	62.0
231.0	76.0
232.0	53.0
233.0	69.0
234.0	97.0
235.0	79.0
236.0	62.0
237.0	78.0
238.0	50.0
239.0	68.0
240.0	48.0
241.0	36.0
242.0	38.0
243.0	26.0
244.0	48.0
245.0	33.0
246.0	26.0
247.0	25.0
248.0	20.0
249.0	19.0
250.0	19.0
251.0	21.0
252.0	14.0
253.0	27.0
254.0	9.0
255.0	13.0
256.0	11.0
257.0	5.0
258.0	2.0
259.0	5.0
260.0	10.0
261.0	6.0
262.0	14.0
263.0	11.0
264.0	15.0
265.0	17.0
266.0	9.0
267.0	12.0
268.0	1.0
