#Coverage (X)	Coverage
1.0	92.87452728912152
2.0	92.84137929606582
3.0	92.56573955118735
4.0	92.37678977940331
5.0	92.1105084935262
6.0	91.91524383237177
7.0	91.64099129269927
8.0	91.44798342807393
9.0	91.16029363200344
10.0	90.9675963357078
11.0	90.72154340037123
12.0	90.53089585505155
13.0	90.28206850930307
14.0	90.0881910533546
15.0	89.82056397138216
16.0	89.61830117053204
17.0	89.30584872630752
18.0	89.07159738749921
19.0	88.62353010597627
20.0	88.20248226913644
21.0	0.17735522080890576
22.0	0.03240262906443547
23.0	0.024866170930593512
24.0	0.017557462905202215
25.0	0.016046030367377284
26.0	0.014824461603922146
27.0	0.012132869413264302
28.0	0.010393686766988708
29.0	0.00931704989072557
30.0	0.00732941258070241
31.0	0.00602502559600282
32.0	0.003436956181914752
33.0	0.001594250759083593
34.0	4.969093275093428E-4
35.0	4.140911062648911E-4
36.0	1.4210854715202004E-14
37.0	1.4210854715202004E-14
38.0	1.4210854715202004E-14
39.0	1.4210854715202004E-14
40.0	1.4210854715202004E-14
41.0	1.4210854715202004E-14
42.0	1.4210854715202004E-14
43.0	1.4210854715202004E-14
44.0	1.4210854715202004E-14
45.0	1.4210854715202004E-14
46.0	1.4210854715202004E-14
47.0	1.4210854715202004E-14
48.0	1.4210854715202004E-14
49.0	1.4210854715202004E-14
50.0	1.4210854715202004E-14
51.0	1.4210854715202004E-14
