#Coverage	Number of genomic locations
0.0	261924.0
1.0	1980.0
2.0	7942.0
3.0	5081.0
4.0	8153.0
5.0	5334.0
6.0	8229.0
7.0	5363.0
8.0	8608.0
9.0	5650.0
10.0	8659.0
11.0	5756.0
12.0	8752.0
13.0	6155.0
14.0	9613.0
15.0	7691.0
16.0	10986.0
17.0	9797.0
18.0	25788.0
19.0	26527.0
20.0	4386884.0
21.0	2643.0
22.0	265.0
23.0	155.0
24.0	377.0
25.0	144.0
26.0	160.0
27.0	103.0
28.0	316.0
29.0	35.0
30.0	81.0
31.0	48.0
32.0	117.0
33.0	24.0
34.0	56.0
35.0	22.0
36.0	41.0
37.0	31.0
38.0	62.0
39.0	44.0
40.0	136.0
41.0	36.0
42.0	32.0
43.0	14.0
44.0	24.0
45.0	17.0
