#Coverage	Number of genomic locations
0.0	480713.0
1.0	215515.0
2.0	287877.0
3.0	360373.0
4.0	418172.0
5.0	443735.0
6.0	444249.0
7.0	418022.0
8.0	378132.0
9.0	322689.0
10.0	262810.0
11.0	208646.0
12.0	160247.0
13.0	116839.0
14.0	83677.0
15.0	59065.0
16.0	40320.0
17.0	28932.0
18.0	20683.0
19.0	14523.0
20.0	10020.0
21.0	7277.0
22.0	5592.0
23.0	4589.0
24.0	3992.0
25.0	3335.0
26.0	2836.0
27.0	2301.0
28.0	2262.0
29.0	1972.0
30.0	1554.0
31.0	1508.0
32.0	1347.0
33.0	1167.0
34.0	971.0
35.0	859.0
36.0	747.0
37.0	662.0
38.0	617.0
39.0	565.0
40.0	478.0
41.0	509.0
42.0	529.0
43.0	470.0
44.0	439.0
45.0	345.0
46.0	364.0
47.0	309.0
48.0	310.0
49.0	299.0
50.0	249.0
51.0	279.0
52.0	232.0
53.0	221.0
54.0	225.0
55.0	240.0
56.0	183.0
57.0	239.0
58.0	202.0
59.0	193.0
60.0	225.0
61.0	230.0
62.0	214.0
63.0	178.0
64.0	176.0
65.0	149.0
66.0	141.0
67.0	132.0
68.0	106.0
69.0	125.0
70.0	94.0
71.0	99.0
72.0	97.0
73.0	93.0
74.0	92.0
75.0	97.0
76.0	74.0
77.0	81.0
78.0	69.0
79.0	86.0
80.0	71.0
81.0	95.0
82.0	81.0
83.0	88.0
84.0	68.0
85.0	73.0
86.0	58.0
87.0	37.0
88.0	40.0
89.0	63.0
90.0	44.0
91.0	46.0
92.0	35.0
93.0	33.0
94.0	25.0
95.0	32.0
96.0	28.0
97.0	27.0
98.0	24.0
99.0	23.0
100.0	19.0
101.0	19.0
102.0	17.0
103.0	18.0
104.0	23.0
105.0	43.0
106.0	32.0
107.0	23.0
108.0	38.0
109.0	28.0
110.0	23.0
111.0	31.0
112.0	20.0
113.0	19.0
114.0	26.0
115.0	38.0
116.0	26.0
117.0	25.0
118.0	18.0
119.0	12.0
120.0	14.0
121.0	18.0
122.0	8.0
123.0	8.0
124.0	4.0
125.0	4.0
126.0	8.0
127.0	9.0
128.0	14.0
129.0	4.0
130.0	3.0
131.0	5.0
132.0	2.0
