#Coverage	Number of genomic locations
0.0	360353.0
1.0	1543.0
2.0	7949.0
3.0	6518.0
4.0	8110.0
5.0	6900.0
6.0	8383.0
7.0	6872.0
8.0	8420.0
9.0	6694.0
10.0	8402.0
11.0	7007.0
12.0	8865.0
13.0	7217.0
14.0	9742.0
15.0	7646.0
16.0	12106.0
17.0	12675.0
18.0	29847.0
19.0	26907.0
20.0	4272039.0
21.0	5065.0
22.0	144.0
23.0	51.0
24.0	150.0
25.0	122.0
26.0	30.0
27.0	70.0
28.0	25.0
29.0	3.0
