#Mapping quality	mapping quality
30.0	48.0
31.0	24.0
32.0	110.0
33.0	138.0
34.0	225.0
35.0	625.0
36.0	854.0
37.0	91.0
38.0	143.0
39.0	146.0
40.0	278.0
41.0	276.0
42.0	310.0
43.0	257.0
44.0	498.0
45.0	469.0
46.0	444.0
47.0	426.0
48.0	756.0
49.0	1230.0
50.0	722.0
51.0	802.0
52.0	1223.0
53.0	663.0
54.0	758.0
55.0	1394.0
56.0	1914.0
57.0	2347.0
58.0	3669.0
59.0	2465.0
60.0	4446197.0
