#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	1.1344556881608205E-5
17.0	1.1344556881608205E-5
18.0	3.403367064482462E-5
19.0	1.0210101193447384E-4
20.0	1.3613468257929844E-4
21.0	2.2689113763216408E-4
22.0	2.495802513953805E-4
23.0	2.722693651585969E-4
24.0	5.105050596723691E-4
25.0	0.001055043789989563
26.0	0.001213867586332078
27.0	0.0019058855561101787
28.0	0.0022121885919135996
29.0	0.003301266052547988
30.0	0.004004628579207696
31.0	0.004220175159958253
32.0	0.005422698189408721
33.0	0.006647910332622409
34.0	0.007022280709715479
35.0	0.00853110677496937
36.0	0.010142033852157735
37.0	0.011526069791713936
38.0	0.014260108000181512
39.0	0.015632799382856107
40.0	0.01907020011798339
41.0	0.02174751554204293
42.0	0.026897944366293055
43.0	0.031072741298724872
44.0	0.03902527567273223
45.0	0.046773608022870616
46.0	0.05649589327040885
47.0	0.06343876208195308
48.0	0.07126650633026273
49.0	0.07643962426827608
50.0	0.07952534374007351
51.0	0.08337114852293868
52.0	0.062463130190134775
53.0	0.059672369197259156
54.0	0.04710260017243727
55.0	0.03738031492489903
56.0	0.02647819576167355
57.0	0.017584063166492716
58.0	0.011911784725688615
59.0	0.007997912601533784
60.0	0.004946226800381177
61.0	0.004050006806734128
62.0	0.0024731134001905884
63.0	0.001985297454281436
64.0	0.0010096655624631302
65.0	5.558832871988019E-4
66.0	3.630258202114625E-4
67.0	1.2479012569769024E-4
68.0	6.806734128964922E-5
69.0	5.672278440804103E-5
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
