#Mapping quality	mapping quality
30.0	17.0
32.0	438.0
33.0	258.0
34.0	48.0
35.0	180.0
36.0	1321.0
37.0	72.0
38.0	45.0
39.0	152.0
40.0	300.0
41.0	105.0
42.0	30.0
43.0	80.0
44.0	98.0
45.0	69.0
46.0	239.0
47.0	180.0
48.0	397.0
49.0	647.0
50.0	447.0
51.0	356.0
52.0	337.0
53.0	409.0
54.0	1072.0
55.0	893.0
56.0	793.0
57.0	1449.0
58.0	1955.0
59.0	1634.0
60.0	4522112.0
