#Coverage (X)	Coverage
1.0	93.91861660443223
2.0	93.8854272022659
3.0	93.59251985825662
4.0	93.4104439988364
5.0	93.15283792163532
6.0	92.95469532729243
7.0	92.70062972904984
8.0	92.50573774989104
9.0	92.24310046574897
10.0	92.05029964667676
11.0	91.79379091090726
12.0	91.60057600072881
13.0	91.34913988101093
14.0	91.1475396259308
15.0	90.87846322508646
16.0	90.66381910015932
17.0	90.35062129194355
18.0	90.06698958871436
19.0	89.51951973713497
20.0	89.03027109509499
21.0	0.1660298290528459
22.0	0.018654804336776465
23.0	0.01602532581205196
24.0	0.01594250759080751
25.0	0.009254936224792232
26.0	0.009254936224792232
27.0	0.006211366593817047
28.0	0.006211366593817047
29.0	0.004513593058177889
30.0	0.004513593058177889
31.0	0.002588069414088068
32.0	0.002588069414088068
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
