#Coverage	Number of genomic locations
0.0	293722.0
1.0	1603.0
2.0	14147.0
3.0	8794.0
4.0	12442.0
5.0	9570.0
6.0	12271.0
7.0	9413.0
8.0	12685.0
9.0	9312.0
10.0	12389.0
11.0	9332.0
12.0	12144.0
13.0	9737.0
14.0	12996.0
15.0	10367.0
16.0	15127.0
17.0	13699.0
18.0	26442.0
19.0	23630.0
20.0	4292014.0
21.0	7118.0
22.0	127.0
23.0	4.0
24.0	323.0
26.0	147.0
28.0	82.0
30.0	93.0
32.0	125.0
