#Coverage	Number of genomic locations
0.0	352971.0
1.0	2313.0
2.0	7786.0
3.0	5068.0
4.0	7942.0
5.0	5237.0
6.0	7892.0
7.0	5434.0
8.0	8105.0
9.0	5844.0
10.0	9058.0
11.0	5929.0
12.0	9416.0
13.0	6497.0
14.0	10717.0
15.0	8015.0
16.0	12077.0
17.0	12264.0
18.0	29840.0
19.0	25884.0
20.0	4288048.0
21.0	2239.0
22.0	364.0
23.0	133.0
24.0	165.0
25.0	40.0
26.0	49.0
27.0	33.0
28.0	49.0
29.0	53.0
30.0	12.0
31.0	46.0
32.0	6.0
33.0	5.0
34.0	5.0
35.0	1.0
36.0	12.0
37.0	3.0
38.0	5.0
39.0	3.0
40.0	5.0
41.0	15.0
42.0	3.0
43.0	1.0
44.0	17.0
45.0	7.0
46.0	13.0
47.0	5.0
48.0	2.0
49.0	5.0
50.0	15.0
51.0	6.0
52.0	2.0
53.0	4.0
54.0	4.0
55.0	16.0
56.0	25.0
57.0	1.0
58.0	8.0
59.0	3.0
60.0	34.0
61.0	11.0
62.0	32.0
63.0	13.0
64.0	21.0
65.0	6.0
66.0	17.0
67.0	4.0
