#Coverage	Number of genomic locations
0.0	320000.0
1.0	60855.0
2.0	56579.0
3.0	55277.0
4.0	55864.0
5.0	58087.0
6.0	60779.0
7.0	64083.0
8.0	67385.0
9.0	70712.0
10.0	75397.0
11.0	78063.0
12.0	83201.0
13.0	86736.0
14.0	91057.0
15.0	94945.0
16.0	98324.0
17.0	101918.0
18.0	104632.0
19.0	108521.0
20.0	110283.0
21.0	112750.0
22.0	114421.0
23.0	115540.0
24.0	115827.0
25.0	116475.0
26.0	117075.0
27.0	116537.0
28.0	114325.0
29.0	111953.0
30.0	109695.0
31.0	106804.0
32.0	104944.0
33.0	101212.0
34.0	97827.0
35.0	94743.0
36.0	91175.0
37.0	87337.0
38.0	82781.0
39.0	79198.0
40.0	75089.0
41.0	71302.0
42.0	67240.0
43.0	63065.0
44.0	59006.0
45.0	54796.0
46.0	50398.0
47.0	46808.0
48.0	43761.0
49.0	39797.0
50.0	36714.0
51.0	33421.0
52.0	30101.0
53.0	27605.0
54.0	25131.0
55.0	22672.0
56.0	20518.0
57.0	18692.0
58.0	16323.0
59.0	14606.0
60.0	13016.0
61.0	11808.0
62.0	10746.0
63.0	9432.0
64.0	8197.0
65.0	7618.0
66.0	6949.0
67.0	5955.0
68.0	5301.0
69.0	4567.0
70.0	3908.0
71.0	3286.0
72.0	2954.0
73.0	2465.0
74.0	2267.0
75.0	1948.0
76.0	1748.0
77.0	1455.0
78.0	1379.0
79.0	1228.0
80.0	1029.0
81.0	922.0
82.0	869.0
83.0	832.0
84.0	717.0
85.0	654.0
86.0	586.0
87.0	470.0
88.0	499.0
89.0	486.0
90.0	439.0
91.0	418.0
92.0	403.0
93.0	355.0
94.0	306.0
95.0	334.0
96.0	268.0
97.0	216.0
98.0	230.0
99.0	211.0
100.0	233.0
101.0	181.0
102.0	194.0
103.0	161.0
104.0	165.0
105.0	142.0
106.0	117.0
107.0	97.0
108.0	93.0
109.0	87.0
110.0	88.0
111.0	84.0
112.0	84.0
113.0	102.0
114.0	92.0
115.0	62.0
116.0	63.0
117.0	60.0
118.0	67.0
119.0	50.0
120.0	53.0
121.0	62.0
122.0	70.0
123.0	53.0
124.0	53.0
125.0	46.0
126.0	41.0
127.0	62.0
128.0	72.0
129.0	40.0
130.0	51.0
131.0	40.0
132.0	37.0
133.0	25.0
134.0	22.0
135.0	15.0
136.0	13.0
137.0	7.0
138.0	14.0
139.0	5.0
140.0	9.0
141.0	4.0
142.0	4.0
143.0	1.0
144.0	1.0
