#Mapping quality	mapping quality
30.0	37.0
32.0	22.0
33.0	53.0
34.0	120.0
35.0	106.0
36.0	563.0
37.0	58.0
38.0	226.0
39.0	152.0
40.0	276.0
41.0	197.0
42.0	138.0
43.0	148.0
44.0	187.0
45.0	215.0
46.0	200.0
47.0	272.0
48.0	457.0
49.0	410.0
50.0	706.0
51.0	396.0
52.0	626.0
53.0	483.0
54.0	719.0
55.0	665.0
56.0	1211.0
57.0	1707.0
58.0	2307.0
59.0	2812.0
60.0	4421928.0
