#Coverage	Number of genomic locations
0.0	392458.0
1.0	806.0
2.0	7729.0
3.0	6958.0
4.0	7890.0
5.0	7287.0
6.0	8300.0
7.0	7517.0
8.0	8311.0
9.0	7283.0
10.0	8324.0
11.0	7215.0
12.0	8286.0
13.0	7193.0
14.0	8187.0
15.0	7417.0
16.0	9003.0
17.0	8085.0
18.0	10819.0
19.0	10115.0
20.0	4283134.0
21.0	6863.0
22.0	73.0
23.0	66.0
24.0	82.0
25.0	79.0
26.0	25.0
27.0	25.0
28.0	50.0
29.0	25.0
30.0	60.0
31.0	75.0
32.0	40.0
33.0	61.0
34.0	14.0
