#Read position (bp)	Clipping profile
0.0	7.262569832402235
1.0	7.262569832402235
2.0	2.8362698753760207
3.0	2.2776106574989257
4.0	2.0627417275461966
5.0	1.7189514396218308
6.0	1.633003867640739
7.0	1.0313708637730983
8.0	0.9024495058014611
9.0	0.6875805758487323
10.0	0.4297378599054577
11.0	0.4297378599054577
12.0	0.3867640739149119
13.0	0.3867640739149119
14.0	0.3867640739149119
15.0	0.3867640739149119
16.0	0.34379028792436617
17.0	0.34379028792436617
18.0	0.34379028792436617
19.0	0.34379028792436617
20.0	0.34379028792436617
21.0	0.34379028792436617
22.0	0.34379028792436617
23.0	0.34379028792436617
24.0	0.34379028792436617
25.0	0.34379028792436617
26.0	0.34379028792436617
27.0	0.34379028792436617
28.0	0.34379028792436617
29.0	0.34379028792436617
30.0	0.34379028792436617
31.0	0.34379028792436617
32.0	0.34379028792436617
33.0	0.34379028792436617
34.0	0.34379028792436617
35.0	0.34379028792436617
36.0	0.34379028792436617
37.0	0.30081650193382037
38.0	0.30081650193382037
39.0	0.30081650193382037
40.0	0.30081650193382037
41.0	0.25784271594327457
42.0	0.25784271594327457
43.0	0.25784271594327457
44.0	0.25784271594327457
45.0	0.25784271594327457
46.0	0.25784271594327457
47.0	0.25784271594327457
48.0	0.25784271594327457
49.0	0.25784271594327457
50.0	0.25784271594327457
51.0	0.25784271594327457
52.0	0.25784271594327457
53.0	0.25784271594327457
54.0	0.25784271594327457
55.0	0.25784271594327457
56.0	0.25784271594327457
57.0	0.25784271594327457
58.0	0.25784271594327457
59.0	0.25784271594327457
60.0	0.25784271594327457
61.0	0.25784271594327457
62.0	0.21486892995272885
63.0	0.21486892995272885
64.0	0.21486892995272885
65.0	0.21486892995272885
66.0	0.17189514396218308
67.0	0.17189514396218308
68.0	0.17189514396218308
69.0	0.17189514396218308
70.0	0.17189514396218308
71.0	0.17189514396218308
72.0	0.17189514396218308
73.0	0.17189514396218308
74.0	0.17189514396218308
75.0	0.17189514396218308
76.0	0.17189514396218308
77.0	0.17189514396218308
78.0	0.17189514396218308
79.0	0.17189514396218308
80.0	0.17189514396218308
81.0	0.17189514396218308
82.0	0.17189514396218308
83.0	0.17189514396218308
84.0	0.17189514396218308
85.0	0.17189514396218308
86.0	0.17189514396218308
87.0	0.12892135797163728
88.0	0.12892135797163728
89.0	0.12892135797163728
90.0	0.12892135797163728
91.0	0.08594757198109154
92.0	0.08594757198109154
93.0	0.08594757198109154
94.0	0.08594757198109154
95.0	0.08594757198109154
96.0	0.08594757198109154
97.0	0.08594757198109154
98.0	0.08594757198109154
99.0	0.08594757198109154
100.0	0.08594757198109154
101.0	0.08594757198109154
102.0	0.08594757198109154
103.0	0.08594757198109154
104.0	0.08594757198109154
105.0	0.08594757198109154
106.0	0.08594757198109154
107.0	0.08594757198109154
108.0	0.08594757198109154
109.0	0.08594757198109154
110.0	0.08594757198109154
111.0	0.08594757198109154
112.0	0.04297378599054577
113.0	0.04297378599054577
114.0	0.04297378599054577
