#Coverage	Number of genomic locations
0.0	320137.0
1.0	4532.0
2.0	6438.0
3.0	4315.0
4.0	6431.0
5.0	4662.0
6.0	6596.0
7.0	5115.0
8.0	6656.0
9.0	4885.0
10.0	7247.0
11.0	5406.0
12.0	7486.0
13.0	5787.0
14.0	8409.0
15.0	7498.0
16.0	10191.0
17.0	9759.0
18.0	19219.0
19.0	20263.0
20.0	4353628.0
21.0	937.0
22.0	253.0
23.0	211.0
24.0	227.0
25.0	296.0
26.0	174.0
27.0	231.0
28.0	185.0
29.0	184.0
30.0	169.0
31.0	171.0
32.0	208.0
33.0	191.0
34.0	114.0
35.0	84.0
36.0	109.0
37.0	88.0
38.0	88.0
39.0	64.0
40.0	1211.0
