#Coverage	Number of genomic locations
0.0	264574.0
1.0	979.0
2.0	6923.0
3.0	4932.0
4.0	6790.0
5.0	5357.0
6.0	6891.0
7.0	5366.0
8.0	7663.0
9.0	5410.0
10.0	7874.0
11.0	6052.0
12.0	7735.0
13.0	5971.0
14.0	8340.0
15.0	6556.0
16.0	9972.0
17.0	8677.0
18.0	22026.0
19.0	17129.0
20.0	4408239.0
21.0	4106.0
22.0	522.0
23.0	354.0
24.0	69.0
25.0	70.0
26.0	226.0
27.0	122.0
28.0	72.0
29.0	159.0
30.0	50.0
31.0	52.0
32.0	90.0
33.0	71.0
34.0	32.0
35.0	35.0
36.0	19.0
37.0	7.0
38.0	16.0
39.0	21.0
40.0	49.0
41.0	43.0
42.0	5.0
43.0	9.0
44.0	17.0
45.0	7.0
46.0	8.0
47.0	4.0
48.0	17.0
49.0	21.0
50.0	18.0
51.0	36.0
52.0	10.0
53.0	19.0
54.0	19.0
55.0	11.0
56.0	13.0
