#Coverage	Number of genomic locations
0.0	398318.0
1.0	36416.0
2.0	16581.0
3.0	17856.0
4.0	25298.0
5.0	38427.0
6.0	53812.0
7.0	74556.0
8.0	95925.0
9.0	117910.0
10.0	140088.0
11.0	160207.0
12.0	177166.0
13.0	189371.0
14.0	198825.0
15.0	204834.0
16.0	206547.0
17.0	205582.0
18.0	199978.0
19.0	190262.0
20.0	180615.0
21.0	169286.0
22.0	158759.0
23.0	145692.0
24.0	133031.0
25.0	121365.0
26.0	109696.0
27.0	98729.0
28.0	88470.0
29.0	78646.0
30.0	69503.0
31.0	62042.0
32.0	54827.0
33.0	48710.0
34.0	43717.0
35.0	39051.0
36.0	34937.0
37.0	31279.0
38.0	28187.0
39.0	25677.0
40.0	22968.0
41.0	20933.0
42.0	19273.0
43.0	17994.0
44.0	16725.0
45.0	15196.0
46.0	14512.0
47.0	13077.0
48.0	12251.0
49.0	11374.0
50.0	10721.0
51.0	10402.0
52.0	9770.0
53.0	9301.0
54.0	8833.0
55.0	8479.0
56.0	7833.0
57.0	7380.0
58.0	6789.0
59.0	6635.0
60.0	6428.0
61.0	6295.0
62.0	6082.0
63.0	5700.0
64.0	5490.0
65.0	5228.0
66.0	5026.0
67.0	4459.0
68.0	4256.0
69.0	3966.0
70.0	3884.0
71.0	3525.0
72.0	3428.0
73.0	3221.0
74.0	3162.0
75.0	3006.0
76.0	2771.0
77.0	2543.0
78.0	2352.0
79.0	2288.0
80.0	2092.0
81.0	1805.0
82.0	1738.0
83.0	1674.0
84.0	1501.0
85.0	1503.0
86.0	1344.0
87.0	1217.0
88.0	1155.0
89.0	1076.0
90.0	1058.0
91.0	921.0
92.0	800.0
93.0	753.0
94.0	687.0
95.0	592.0
96.0	593.0
97.0	531.0
98.0	461.0
99.0	414.0
100.0	389.0
101.0	341.0
102.0	306.0
103.0	320.0
104.0	284.0
105.0	249.0
106.0	220.0
107.0	185.0
108.0	182.0
109.0	156.0
110.0	164.0
111.0	156.0
112.0	129.0
113.0	97.0
114.0	95.0
115.0	79.0
116.0	75.0
117.0	83.0
118.0	55.0
119.0	65.0
120.0	55.0
121.0	77.0
122.0	67.0
123.0	50.0
124.0	50.0
125.0	35.0
126.0	20.0
127.0	25.0
128.0	18.0
129.0	26.0
130.0	18.0
131.0	18.0
132.0	22.0
133.0	27.0
134.0	12.0
135.0	6.0
136.0	10.0
137.0	1.0
138.0	32.0
139.0	7.0
