#Coverage	Number of genomic locations
0.0	344090.0
1.0	72283.0
2.0	80799.0
3.0	101955.0
4.0	123649.0
5.0	149292.0
6.0	177449.0
7.0	205283.0
8.0	233346.0
9.0	259001.0
10.0	278979.0
11.0	290075.0
12.0	295504.0
13.0	289898.0
14.0	277861.0
15.0	258894.0
16.0	236966.0
17.0	210723.0
18.0	182914.0
19.0	157617.0
20.0	130868.0
21.0	106087.0
22.0	83710.0
23.0	66167.0
24.0	51629.0
25.0	39149.0
26.0	29554.0
27.0	22032.0
28.0	16268.0
29.0	12293.0
30.0	9037.0
31.0	6755.0
32.0	4860.0
33.0	3792.0
34.0	3000.0
35.0	2489.0
36.0	1987.0
37.0	1724.0
38.0	1436.0
39.0	1287.0
40.0	1053.0
41.0	878.0
42.0	750.0
43.0	636.0
44.0	573.0
45.0	543.0
46.0	440.0
47.0	364.0
48.0	360.0
49.0	281.0
50.0	286.0
51.0	238.0
52.0	192.0
53.0	177.0
54.0	169.0
55.0	150.0
56.0	174.0
57.0	172.0
58.0	141.0
59.0	148.0
60.0	120.0
61.0	111.0
62.0	73.0
63.0	83.0
64.0	76.0
65.0	66.0
66.0	75.0
67.0	74.0
68.0	81.0
69.0	65.0
70.0	59.0
71.0	49.0
72.0	49.0
73.0	50.0
74.0	34.0
75.0	36.0
76.0	34.0
77.0	34.0
78.0	33.0
79.0	32.0
80.0	33.0
81.0	33.0
82.0	29.0
83.0	27.0
84.0	18.0
85.0	18.0
86.0	9.0
87.0	4.0
88.0	14.0
89.0	5.0
90.0	2.0
91.0	2.0
