#Coverage	Number of genomic locations
0.0	301804.0
1.0	45559.0
2.0	40253.0
3.0	39245.0
4.0	41541.0
5.0	42460.0
6.0	45651.0
7.0	49920.0
8.0	52833.0
9.0	56600.0
10.0	61722.0
11.0	66227.0
12.0	69946.0
13.0	75049.0
14.0	78807.0
15.0	83281.0
16.0	85758.0
17.0	89394.0
18.0	94361.0
19.0	97408.0
20.0	100560.0
21.0	104021.0
22.0	105779.0
23.0	108218.0
24.0	110185.0
25.0	111649.0
26.0	111233.0
27.0	111494.0
28.0	112087.0
29.0	110424.0
30.0	109452.0
31.0	107590.0
32.0	106086.0
33.0	103763.0
34.0	100464.0
35.0	97110.0
36.0	94653.0
37.0	92689.0
38.0	88757.0
39.0	85524.0
40.0	81993.0
41.0	78902.0
42.0	75405.0
43.0	71664.0
44.0	68451.0
45.0	64326.0
46.0	60990.0
47.0	57593.0
48.0	53621.0
49.0	50507.0
50.0	47616.0
51.0	44554.0
52.0	41216.0
53.0	38199.0
54.0	35997.0
55.0	32879.0
56.0	30462.0
57.0	28036.0
58.0	25907.0
59.0	23477.0
60.0	21358.0
61.0	19219.0
62.0	17133.0
63.0	15757.0
64.0	14420.0
65.0	13172.0
66.0	12099.0
67.0	11355.0
68.0	9990.0
69.0	9059.0
70.0	7998.0
71.0	7310.0
72.0	6640.0
73.0	5938.0
74.0	5375.0
75.0	4878.0
76.0	4368.0
77.0	4004.0
78.0	3588.0
79.0	3357.0
80.0	2922.0
81.0	2671.0
82.0	2358.0
83.0	2113.0
84.0	1794.0
85.0	1659.0
86.0	1445.0
87.0	1335.0
88.0	1220.0
89.0	1138.0
90.0	1073.0
91.0	946.0
92.0	857.0
93.0	814.0
94.0	841.0
95.0	736.0
96.0	684.0
97.0	659.0
98.0	553.0
99.0	449.0
100.0	458.0
101.0	384.0
102.0	329.0
103.0	309.0
104.0	339.0
105.0	287.0
106.0	286.0
107.0	278.0
108.0	278.0
109.0	218.0
110.0	195.0
111.0	184.0
112.0	150.0
113.0	147.0
114.0	90.0
115.0	72.0
116.0	78.0
117.0	70.0
118.0	61.0
119.0	71.0
120.0	73.0
121.0	95.0
122.0	89.0
123.0	71.0
124.0	73.0
125.0	63.0
126.0	51.0
127.0	49.0
128.0	49.0
129.0	55.0
130.0	49.0
131.0	36.0
132.0	20.0
133.0	22.0
134.0	21.0
135.0	16.0
136.0	18.0
137.0	11.0
138.0	9.0
139.0	10.0
140.0	10.0
141.0	12.0
142.0	5.0
143.0	2.0
144.0	5.0
145.0	9.0
146.0	6.0
147.0	3.0
148.0	1.0
149.0	1.0
