#Coverage	Number of genomic locations
0.0	420497.0
1.0	147191.0
2.0	150789.0
3.0	164306.0
4.0	182075.0
5.0	195678.0
6.0	207623.0
7.0	217486.0
8.0	223010.0
9.0	227241.0
10.0	228446.0
11.0	223054.0
12.0	212923.0
13.0	202555.0
14.0	191349.0
15.0	179377.0
16.0	165520.0
17.0	151881.0
18.0	136699.0
19.0	126119.0
20.0	111781.0
21.0	100346.0
22.0	88144.0
23.0	78006.0
24.0	68155.0
25.0	58222.0
26.0	50814.0
27.0	44122.0
28.0	37766.0
29.0	32856.0
30.0	28473.0
31.0	24787.0
32.0	20712.0
33.0	18051.0
34.0	15395.0
35.0	12891.0
36.0	10996.0
37.0	9296.0
38.0	8076.0
39.0	7127.0
40.0	6181.0
41.0	5295.0
42.0	4709.0
43.0	4041.0
44.0	3392.0
45.0	2985.0
46.0	2647.0
47.0	2220.0
48.0	1928.0
49.0	1714.0
50.0	1540.0
51.0	1350.0
52.0	1220.0
53.0	1030.0
54.0	963.0
55.0	744.0
56.0	687.0
57.0	680.0
58.0	582.0
59.0	541.0
60.0	469.0
61.0	481.0
62.0	390.0
63.0	327.0
64.0	311.0
65.0	323.0
66.0	264.0
67.0	217.0
68.0	210.0
69.0	218.0
70.0	215.0
71.0	215.0
72.0	166.0
73.0	151.0
74.0	150.0
75.0	140.0
76.0	135.0
77.0	92.0
78.0	101.0
79.0	102.0
80.0	89.0
81.0	70.0
82.0	60.0
83.0	48.0
84.0	40.0
85.0	24.0
86.0	29.0
87.0	31.0
88.0	22.0
89.0	22.0
90.0	20.0
91.0	32.0
92.0	16.0
93.0	25.0
94.0	33.0
95.0	39.0
96.0	20.0
97.0	18.0
98.0	30.0
99.0	19.0
100.0	18.0
101.0	11.0
102.0	15.0
103.0	15.0
104.0	12.0
105.0	14.0
106.0	6.0
107.0	4.0
108.0	7.0
109.0	5.0
110.0	10.0
111.0	2.0
112.0	3.0
113.0	2.0
114.0	2.0
115.0	3.0
116.0	6.0
117.0	5.0
118.0	6.0
119.0	14.0
120.0	10.0
121.0	13.0
122.0	14.0
123.0	7.0
124.0	2.0
125.0	1.0
