#Read position (bp)	Clipping profile
0.0	10.923242082662373
1.0	10.923242082662373
2.0	3.44873859366613
3.0	2.589908749329039
4.0	1.999463231347289
5.0	1.5163714439076759
6.0	1.0735373054213635
7.0	0.6977992485238862
8.0	0.5367686527106817
9.0	0.322061191626409
10.0	0.10735373054213634
11.0	0.10735373054213634
12.0	0.10735373054213634
13.0	0.10735373054213634
14.0	0.10735373054213634
15.0	0.10735373054213634
16.0	0.10735373054213634
17.0	0.0939345142243693
18.0	0.0939345142243693
19.0	0.0939345142243693
20.0	0.0939345142243693
21.0	0.0939345142243693
22.0	0.0939345142243693
23.0	0.08051529790660225
24.0	0.08051529790660225
25.0	0.08051529790660225
26.0	0.08051529790660225
27.0	0.08051529790660225
28.0	0.08051529790660225
29.0	0.08051529790660225
30.0	0.08051529790660225
31.0	0.08051529790660225
32.0	0.08051529790660225
33.0	0.08051529790660225
34.0	0.08051529790660225
35.0	0.08051529790660225
36.0	0.08051529790660225
37.0	0.08051529790660225
38.0	0.08051529790660225
39.0	0.08051529790660225
40.0	0.08051529790660225
41.0	0.08051529790660225
42.0	0.06709608158883522
43.0	0.06709608158883522
44.0	0.06709608158883522
45.0	0.06709608158883522
46.0	0.06709608158883522
47.0	0.06709608158883522
48.0	0.05367686527106817
49.0	0.05367686527106817
50.0	0.05367686527106817
51.0	0.05367686527106817
52.0	0.05367686527106817
53.0	0.05367686527106817
54.0	0.05367686527106817
55.0	0.05367686527106817
56.0	0.05367686527106817
57.0	0.05367686527106817
58.0	0.05367686527106817
59.0	0.05367686527106817
60.0	0.05367686527106817
61.0	0.05367686527106817
62.0	0.05367686527106817
63.0	0.05367686527106817
64.0	0.05367686527106817
65.0	0.05367686527106817
66.0	0.05367686527106817
67.0	0.040257648953301126
68.0	0.040257648953301126
69.0	0.040257648953301126
70.0	0.040257648953301126
71.0	0.040257648953301126
72.0	0.040257648953301126
73.0	0.026838432635534086
74.0	0.026838432635534086
75.0	0.026838432635534086
76.0	0.026838432635534086
77.0	0.026838432635534086
78.0	0.026838432635534086
79.0	0.026838432635534086
80.0	0.026838432635534086
81.0	0.026838432635534086
82.0	0.026838432635534086
83.0	0.026838432635534086
84.0	0.026838432635534086
85.0	0.026838432635534086
86.0	0.026838432635534086
87.0	0.026838432635534086
88.0	0.026838432635534086
89.0	0.026838432635534086
90.0	0.026838432635534086
91.0	0.026838432635534086
92.0	0.013419216317767043
93.0	0.013419216317767043
94.0	0.013419216317767043
95.0	0.013419216317767043
96.0	0.013419216317767043
97.0	0.013419216317767043
98.0	0.0
99.0	0.0
100.0	0.0
101.0	0.0
102.0	0.0
103.0	0.0
104.0	0.0
105.0	0.0
106.0	0.0
107.0	0.0
108.0	0.0
109.0	0.0
110.0	0.0
111.0	0.0
112.0	0.0
113.0	0.0
114.0	0.0
115.0	0.0
116.0	0.0
117.0	0.013419216317767043
118.0	0.013419216317767043
119.0	0.013419216317767043
120.0	0.013419216317767043
121.0	0.013419216317767043
122.0	0.013419216317767043
123.0	0.026838432635534086
124.0	0.026838432635534086
125.0	0.026838432635534086
126.0	0.026838432635534086
127.0	0.026838432635534086
128.0	0.026838432635534086
129.0	0.040257648953301126
130.0	0.05367686527106817
131.0	0.05367686527106817
132.0	0.05367686527106817
133.0	0.05367686527106817
134.0	0.05367686527106817
135.0	0.06709608158883522
136.0	0.06709608158883522
137.0	0.06709608158883522
138.0	0.06709608158883522
139.0	0.06709608158883522
140.0	0.08051529790660225
141.0	0.08051529790660225
142.0	0.0939345142243693
143.0	0.0939345142243693
