#Coverage	Number of genomic locations
0.0	302335.0
1.0	5079.0
2.0	13223.0
3.0	8512.0
4.0	11059.0
5.0	9511.0
6.0	11871.0
7.0	9174.0
8.0	11990.0
9.0	9696.0
10.0	11649.0
11.0	9329.0
12.0	12208.0
13.0	9529.0
14.0	12852.0
15.0	10243.0
16.0	14261.0
17.0	12546.0
18.0	23563.0
19.0	29548.0
20.0	4281941.0
21.0	7567.0
22.0	689.0
23.0	150.0
24.0	414.0
25.0	74.0
26.0	233.0
27.0	72.0
28.0	78.0
29.0	37.0
30.0	79.0
31.0	69.0
32.0	140.0
33.0	34.0
34.0	19.0
35.0	19.0
36.0	27.0
37.0	14.0
38.0	15.0
39.0	6.0
